imdb_id,studio,country
tt3498820,Marvel Studios,US
tt0094025,Silver Screen Partners II,
tt0094025,Touchstone Pictures,US
tt1116184,MTV Films,US
tt1116184,Dickhouse Productions,
tt1116184,Paramount,US
tt1320253,Nimar Studios,BG
tt1320253,Rogue Marble,
tt1320253,Millennium Films,US
tt1320253,Nu Image,US
tt0117381,Paramount,US
tt0117381,Rysher Entertainment,
tt7545266,Artists First,US
tt7545266,Paramount,US
tt0389790,Columbus 81 Productions,
tt0389790,DreamWorks Animation,US
tt1951265,Lionsgate,US
tt1951265,Color Force,US
tt10665338,Universal Pictures,US
tt10665338,Blumhouse Productions,US
tt10665338,Home Again Productions,
tt10665338,Miramax,US
tt10665338,Rough House Pictures,US
tt10665338,Trancas International Films,US
tt9848626,Sony Pictures,US
tt9848626,Columbia Pictures,US
tt9848626,Sony Pictures Animation,US
tt0181865,USA Films,
tt0181865,Compulsion Inc.,
tt0181865,Initial Entertainment Group (IEG),
tt0181865,Splendid Medien AG,
tt0181865,Bedford Falls Productions,US
tt3469046,Illumination Entertainment,US
tt5113040,Universal Pictures,US
tt5113040,Illumination Entertainment,US
tt5113040,DENTSU,JP
tt5113040,Fuji Television Network,JP
tt5113040,Universal Animation Studios,US
tt8332922,Paramount,US
tt8332922,Platinum Dunes,US
tt8332922,Sunday Night,US
tt8332922,Buffalo FilmWorks,
tt3371366,Hasbro Studios,US
tt3371366,Paramount,US
tt3371366,Di Bonaventura Pictures,US
tt3371366,Ian Bryce Productions,
tt3371366,Huahua Media,CN
tt3371366,Tom DeSanto & Don Murphy Production,
tt3371366,Hasbro,
tt0116705,1492 Pictures,US
tt3470600,Illumination Entertainment,US
tt3470600,Universal Pictures,US
tt3470600,Fuji Television Network,JP
tt3470600,DENTSU,JP
tt0762107,Happy Madison Productions,US
tt0762107,Universal Pictures,US
tt2277860,Pixar,US
tt0942385,Internationale Filmproduktion Stella-del-Sud Second,DE
tt0942385,DreamWorks Pictures,US
tt0942385,Red Hour,US
tt0942385,Goldcrest,GB
tt0093058,Natant,
tt0093058,Stanley Kubrick Productions,GB
tt0093058,Warner Bros. Pictures,US
tt0322330,Casual Friday Productions,
tt0322330,Gunn Films,
tt0322330,Walt Disney Pictures,US
tt0163651,Summit Entertainment,US
tt0163651,Universal Pictures,US
tt0163651,Newmarket Capital Group,US
tt0163651,Zide-Perry Productions,
tt0120784,Icon Productions,US
tt0120784,Warner Bros. Pictures,US
tt0499549,Dune Entertainment,US
tt0499549,Lightstorm Entertainment,US
tt0499549,20th Century Fox,US
tt0499549,Ingenious Media,GB
tt0093936,Universal Pictures,US
tt0093936,Rastar Productions,US
tt0257044,The Zanuck Company,US
tt0257044,20th Century Fox,US
tt0257044,DreamWorks Pictures,US
tt0486946,Touchstone Pictures,US
tt0486946,Wild Hogs Productions,
tt0073486,Fantasy Films,
tt0094226,Paramount,US
tt2386490,DreamWorks Animation,US
tt2386490,Mad Hatter Entertainment,US
tt0029583,Walt Disney Productions,US
tt3731562,Legendary Pictures,US
tt3731562,Warner Bros. Pictures,US
tt0114746,Universal Pictures,US
tt0114746,Atlas Entertainment,US
tt0114746,Classico,
tt1825683,Marvel Studios,US
tt0337978,Dune Entertainment,US
tt0337978,Cheyenne Enterprises,
tt0337978,Wintergreen Productions,
tt0337978,20th Century Fox,US
tt0337978,Ingenious Media,GB
tt13437728,NBC,
tt2652118,The Weinstein Company,US
tt2652118,Yucaipa Films,
tt2652118,Pegasus Taihe Entertainment,
tt0072288,Malpaso Productions,US
tt0072288,United Artists,US
tt8946378,Lionsgate,US
tt8946378,MRC,US
tt8946378,T-Street Productions,US
tt0093409,Silver Pictures,US
tt0093409,Warner Bros. Pictures,US
tt0970866,Universal Pictures,US
tt0970866,Paramount,US
tt0970866,Relativity Media,US
tt0970866,Tribeca Productions,US
tt0970866,Everyman Pictures,US
tt0970866,DreamWorks Pictures,US
tt0970866,CJ Entertainment,KR
tt2510894,Sony Pictures,US
tt2510894,Columbia Pictures,US
tt2510894,Sony Pictures Animation,US
tt0116253,Silver Pictures,US
tt0116253,Warner Bros. Pictures,US
tt4116284,Lin Pictures,US
tt4116284,Warner Bros. Animation,US
tt4116284,Animal Logic,AU
tt4116284,DC Entertainment,US
tt4116284,Lord Miller Productions,US
tt4116284,Warner Bros. Pictures,US
tt4116284,LEGO,DK
tt0305224,Columbia Pictures,US
tt0305224,Revolution Studios,US
tt0305224,Happy Madison Productions,US
tt0467406,Mandate Pictures,US
tt0467406,Mr. Mudd Production,US
tt0467406,Fox Searchlight Pictures,US
tt0078444,20th Century Fox,US
tt0120660,Touchstone Pictures,US
tt0120660,Jerry Bruckheimer Films,US
tt0120660,Don Simpson/Jerry Bruckheimer Films,US
tt0120660,Scott Free Productions,GB
tt0816692,Legendary Pictures,US
tt0816692,Syncopy,GB
tt0816692,Lynda Obst Productions,
tt1049413,Pixar,US
tt1587310,Walt Disney Pictures,US
tt1587310,Roth Films,US
tt6823368,Universal Pictures,US
tt6823368,Blumhouse Productions,US
tt6823368,Blinding Edge Pictures,US
tt6823368,Buena Vista International,US
tt6823368,Perfect World Pictures,CN
tt0087365,Edgar Rice Burroughs Inc.,
tt0087365,Warner Bros. Pictures,US
tt0087365,WEA Records,
tt0252866,Universal Pictures,US
tt0252866,Liveplanet,
tt0252866,Zide-Perry Productions,
tt0213149,Jerry Bruckheimer Films,US
tt0213149,Touchstone Pictures,US
tt0145487,Marvel Enterprises,US
tt0145487,Columbia Pictures,US
tt0145487,Sony Pictures,US
tt0145487,Laura Ziskin Productions,
tt0145487,Marvel Entertainment,US
tt0092890,Great American Films Limited Partnership,
tt0092890,Vestron Pictures,
tt2872732,EuropaCorp,FR
tt2872732,Canal+,FR
tt2872732,CinÃ©+,FR
tt2872732,TF1 Films Production,FR
tt8946378,Lionsgate,US
tt8946378,MRC,US
tt8946378,T-Street Productions,US
tt1170358,Warner Bros. Pictures,US
tt1170358,WingNut Films,NZ
tt1170358,New Line Cinema,US
tt1170358,Metro-Goldwyn-Mayer,US
tt0079367,Universal Pictures,US
tt0079367,Aspen Film Society,
tt1277953,DreamWorks Animation,US
tt1277953,Pacific Data Images,US
tt2452042,Blue Sky Studios,US
tt2452042,20th Century Fox Animation,US
tt2452042,20th Century Fox,US
tt1482459,Universal Pictures,US
tt1482459,Illumination Entertainment,US
tt2582846,TSG Entertainment,US
tt2582846,Fox 2000 Pictures,US
tt2582846,Temple Hill Entertainment,US
tt1409024,Columbia Pictures,US
tt1409024,Hemisphere Media Capital,
tt1409024,Amblin Entertainment,US
tt1409024,Parkes+MacDonald Image Nation,
tt1409024,Imagenation Abu Dhabi FZ,AE
tt2283362,Radar Pictures,US
tt2283362,Matt Tolmach Productions,US
tt2283362,Seven Bucks Productions,US
tt2283362,Columbia Pictures,US
tt2283362,Sony Pictures,US
tt0367882,Paramount,US
tt0367882,Lucasfilm Ltd.,US
tt0367882,The Kennedy/Marshall Company,US
tt0102926,Orion Pictures,US
tt0102926,Strong Heart/Demme Production,US
tt0493464,Kickstart,US
tt0493464,Universal Pictures,US
tt0493464,Spyglass Entertainment,US
tt0493464,Bazelevs Production,RU
tt0493464,Marc Platt Productions,US
tt0493464,Top Cow Productions,US
tt0493464,Relativity Media,US
tt0493464,Ringerike Zweite Filmproduktion,DE
tt0493464,Revolution Sun Studios,US
tt0102059,20th Century Fox,US
tt1291150,Nickelodeon Movies,US
tt1291150,Paramount,US
tt1291150,Platinum Dunes,US
tt1291150,Mirage Studios,
tt0102057,Amblin Entertainment,US
tt0102057,TriStar Pictures,US
tt1099212,Summit Entertainment,US
tt1099212,Temple Hill Entertainment,US
tt1099212,Maverick Films,US
tt1099212,Imprint Entertainment,US
tt1099212,Goldcrest,GB
tt1099212,Twilight Productions,US
tt0371746,Marvel Studios,US
tt1723121,Vincent Newman Entertainment,
tt1723121,New Line Cinema,US
tt1723121,Newman/Tooley Films,
tt1723121,Slap Happy Productions (II),
tt1723121,BenderSpink,
tt1723121,Heyday Films,GB
tt1723121,Warner Bros. Pictures,US
tt1723121,Warner Bros. Entertainment,US
tt2404463,Chernin Entertainment,US
tt2404463,TSG Entertainment,US
tt2404463,Ingenious Media,GB
tt2404463,Big Screen Productions,
tt0800080,Marvel Studios,US
tt0800080,Valhalla Motion Pictures,US
tt2283336,Amblin Entertainment,US
tt2283336,Parkes+MacDonald Image Nation,
tt2283336,Columbia Pictures,US
tt2283336,Sony Pictures,US
tt2283336,Tencent Pictures,CN
tt0298148,DreamWorks Pictures,US
tt0298148,Pacific Data Images,US
tt0298148,DreamWorks Animation,US
tt0405159,Lakeshore Entertainment,US
tt0405159,Malpaso Productions,US
tt0405159,Epsilon Motion Pictures,CH
tt0405159,Albert S. Ruddy Productions,
tt0405159,Warner Bros. Pictures,US
tt0162222,Playtone,US
tt0162222,ImageMovers,US
tt0162222,20th Century Fox,US
tt0162222,DreamWorks Pictures,US
tt7504726,3 Arts Entertainment,US
tt7504726,20th Century Studios,US
tt7504726,TSG Entertainment,US
tt7504726,Halon Entertainment,
tt7504726,Province of British Columbia Production Services Tax Credit,CA
tt7504726,20th Century Fox Animation,US
tt0325980,Walt Disney Pictures,US
tt0325980,Jerry Bruckheimer Films,US
tt7131622,Heyday Films,GB
tt7131622,Columbia Pictures,US
tt7131622,Bona Film Group,CN
tt0338348,Golden Mean,
tt0338348,Playtone,US
tt0338348,ImageMovers,US
tt0338348,Castle Rock Entertainment,US
tt0338348,Shangri-La Entertainment,US
tt0080455,Universal Pictures,US
tt1398426,Broken Chair Flickz,
tt1398426,Universal Pictures,US
tt1398426,Legendary Pictures,US
tt1398426,New Line Cinema,US
tt1398426,Cube Vision,US
tt1398426,Crucial Films,
tt0079417,Columbia Pictures,US
tt0083987,Goldcrest,GB
tt0083987,Indo-British,
tt0083987,International Film Investors,
tt0083987,National Film Development Corporation of India,IN
tt0083987,Columbia Pictures,US
tt0167404,Spyglass Entertainment,US
tt0167404,The Kennedy/Marshall Company,US
tt0167404,Hollywood Pictures,US
tt0167404,Barry Mendel Productions,US
tt1234240,Here! Films,US
tt0143145,Eon Productions,GB
tt0143145,Metro-Goldwyn-Mayer,US
tt0143145,Danjaq,US
tt0103060,Orange Sky Golden Harvest,HK
tt0103060,New Line Cinema,US
tt0103060,Mirage Studios,
tt5095030,Marvel Studios,US
tt0307453,DreamWorks Animation,US
tt0307453,DreamWorks Pictures,US
tt0948470,Marvel Entertainment,US
tt0948470,Laura Ziskin Productions,
tt0948470,Sony Pictures,US
tt0948470,Columbia Pictures,US
tt0330373,Warner Bros. Pictures,US
tt0330373,Heyday Films,GB
tt0330373,Patalex IV Productions Limited,
tt0398165,Callahan Filmworks,US
tt0398165,Paramount,US
tt0398165,MTV Films,US
tt0398165,Happy Madison Productions,US
tt0398165,Columbia Pictures,US
tt1981115,Marvel Studios,US
tt7126948,DC Entertainment,US
tt7126948,Warner Bros. Pictures,US
tt7126948,The Stone Quarry,US
tt7126948,DC Films,US
tt7126948,Atlas Entertainment,US
tt7126948,DC Comics,US
tt1392170,Lionsgate,US
tt1392170,Color Force,US
tt0186566,Digital Image Associates,
tt0186566,Village Roadshow Pictures,US
tt0186566,Malpaso Productions,US
tt0186566,Mad Chance,US
tt0186566,Clipsal Films,
tt0186566,Warner Bros. Pictures,US
tt2802144,20th Century Fox,US
tt2802144,Marv Films,GB
tt2802144,Cloudy Productions,GB
tt2802144,TSG Entertainment,US
tt0120082,Konrad Pictures,
tt0120082,Dimension Films,US
tt0120082,Craven-Maddalena Films,
tt0073312,United Artists,US
tt2869728,Reel Chefs Catering,
tt2869728,Universal Pictures,US
tt2869728,Will Packer Productions,US
tt2869728,Cube Vision,US
tt0075086,Crown International Pictures,US
tt0258463,Universal Pictures,US
tt0258463,Hypnotic,
tt0258463,Kalima Productions GmbH & Co. KG,
tt0258463,Stillking Films,CZ
tt0258463,The Kennedy/Marshall Company,US
tt0829482,Columbia Pictures,US
tt0829482,Apatow Productions,US
tt0829482,Sony Pictures,US
tt0093773,Silver Pictures,US
tt0093773,20th Century Fox,US
tt0093773,Lawrence Gordon Productions,
tt0093773,Davis Entertainment,US
tt1267297,Paramount,US
tt1267297,Radical Studios,US
tt1267297,Flynn Picture Company,US
tt1267297,Metro-Goldwyn-Mayer,US
tt1637725,Universal Pictures,US
tt1637725,MRC,US
tt1637725,Fuzzy Door Productions,US
tt1637725,Bluegrass Films,US
tt1637725,Smart Entertainment,
tt1673434,Summit Entertainment,US
tt1673434,Temple Hill Entertainment,US
tt1673434,Sunswept Entertainment,
tt1673434,Lionsgate,US
tt8332922,Paramount,US
tt8332922,Platinum Dunes,US
tt8332922,Sunday Night,US
tt8332922,Buffalo FilmWorks,
tt0903624,Metro-Goldwyn-Mayer,US
tt0903624,New Line Cinema,US
tt0903624,WingNut Films,NZ
tt0903624,Warner Bros. Pictures,US
tt0092925,Universal Pictures,US
tt3896198,Marvel Studios,US
tt0129387,20th Century Fox,US
tt0077416,Universal Pictures,US
tt0077416,EMI Films,GB
tt1979388,Pixar,US
tt4912910,Paramount,US
tt4912910,Bad Robot,US
tt4912910,Skydance Media,US
tt4912910,TC Productions,
tt4912910,Alibaba Pictures Group,CN
tt0425061,Warner Bros. Pictures,US
tt0425061,Village Roadshow Pictures,US
tt0425061,Mosaic Media Group,
tt0425061,Mad Chance,US
tt0425061,Callahan Filmworks,US
tt0425061,Atlas Entertainment,US
tt0425061,Mel's Cite du Cinema,
tt0425061,WV Films IV,
tt0085244,Columbia Pictures,US
tt0101414,Walt Disney Animation Studios,US
tt0101414,Walt Disney Pictures,US
tt0101414,Silver Screen Partners IV,US
tt10872600,Marvel Studios,US
tt10872600,Pascal Pictures,US
tt10872600,Columbia Pictures,US
tt5433140,Universal Pictures,US
tt5433140,Original Film,US
tt5433140,One Race,US
tt5433140,Perfect Storm Entertainment,US
tt0076843,Hera Productions,
tt0076843,20th Century Fox,US
tt1392190,Kennedy Miller Productions,AU
tt1392190,Warner Bros. Pictures,US
tt1392190,RatPac Entertainment,US
tt1392190,Village Roadshow Pictures,US
tt0499448,Walt Disney Pictures,US
tt0499448,Walden Media,US
tt0499448,Stillking Films,CZ
tt0499448,Ozumi Films,
tt0499448,Propeler,SI
tt0499448,Silverbell Films,
tt0499448,Revolution Sun Studios,US
tt0286716,Marvel Enterprises,US
tt0286716,Universal Pictures,US
tt0286716,Good Machine,US
tt0286716,Valhalla Motion Pictures,US
tt0093378,New Visions Pictures,
tt0093378,Columbia Pictures,US
tt0918940,Village Roadshow Pictures,US
tt0918940,Dark Horse Entertainment,US
tt0918940,Beagle Pug Films,GB
tt0918940,Jerry Weintraub Productions,US
tt0918940,RatPac Entertainment,US
tt0918940,Riche Productions,
tt0115798,Columbia Pictures,US
tt0115798,Brillstein-Grey Entertainment,
tt0115798,Licht/Mueller Film Corporation,
tt0115798,Sony Pictures,US
tt0101587,New Line Cinema,US
tt0101587,Columbia Pictures,US
tt0101587,Castle Rock Entertainment,US
tt0093690,Interscope Communications,
tt0093690,Touchstone Pictures,US
tt0093690,Silver Screen Partners II,
tt0102975,Paramount,US
tt2908446,Summit Entertainment,US
tt2908446,Red Wagon Entertainment,US
tt2908446,Mandeville Films,US
tt2908446,NeoReel,
tt2908446,Lionsgate,US
tt6723592,Warner Bros. Pictures,US
tt2357291,Blue Sky Studios,US
tt2357291,20th Century Fox Animation,US
tt2357291,20th Century Fox,US
tt2126355,New Line Cinema,US
tt2126355,Village Roadshow Pictures,US
tt2126355,Flynn Picture Company,US
tt2126355,Warner Bros. Pictures,US
tt0076723,Universal Pictures,US
tt0479952,DreamWorks Animation,US
tt0479952,Pacific Data Images,US
tt0078227,United Artists,US
tt0078227,Charley Associates,
tt0074119,Wildwood Enterprises,US
tt0287978,Marvel Enterprises,US
tt0287978,New Regency Pictures,US
tt0287978,Epsilon Motion Pictures,CH
tt0287978,Regency Enterprises,US
tt0287978,20th Century Fox,US
tt1985966,Sony Pictures,US
tt1985966,Columbia Pictures,US
tt1985966,Sony Pictures Animation,US
tt2024432,Stuber Productions,
tt2024432,Aggregate Films,US
tt2024432,DumbDumb,
tt2024432,Universal Pictures,US
tt1217209,Walt Disney Pictures,US
tt1217209,Pixar,US
tt0076141,Crossbow Productions,
tt0076141,20th Century Fox,US
tt1051906,Blumhouse Productions,US
tt1051906,Universal Pictures,US
tt1051906,Goalpost Pictures,AU
tt1051906,Nervous Tick,US
tt1051906,Screen Australia,AU
tt1051906,Government of Australia,
tt1051906,The New South Wales Government,
tt0075686,United Artists,US
tt0075686,Rollins-Joffe Productions,US
tt0120363,Pixar,US
tt11686490,Radar Films,FR
tt11686490,Logical Pictures,FR
tt11686490,Apollo Films,FR
tt11686490,uMedia,BE
tt11686490,Forecast Pictures,
tt11686490,Screen Flanders,BE
tt11686490,OCS,FR
tt11686490,Wallimage,BE
tt11686490,Tax Shelter du Gouvernement FÃ©dÃ©ral Belge,BE
tt11686490,Investisseurs Tax Shelter,BE
tt11686490,CNC,FR
tt0910970,Pixar,US
tt0910970,Walt Disney Pictures,US
tt0076137,Walt Disney Productions,US
tt0983946,Blumhouse Productions,US
tt0983946,Columbia Pictures,US
tt0448157,GH Three,US
tt0448157,Columbia Pictures,US
tt0448157,Relativity Media,US
tt0448157,Blue Light,US
tt0448157,Weed Road Pictures,US
tt0448157,Forward Pass,US
tt0448157,Overbrook Entertainment,US
tt0448157,Sony Pictures,US
tt0075784,United Artists,US
tt0075784,Joseph E. Levine Productions,
tt0099348,Tig Productions,
tt0099348,Majestic Films International,
tt0099348,Allied Filmmakers,GB
tt0795421,Littlestar,GB
tt0795421,Playtone,US
tt0795421,Internationale Filmproduktion Richter,DE
tt1457767,Evergreen Media Group,
tt1457767,New Line Cinema,US
tt1457767,The Safran Company,US
tt0405422,Universal Pictures,US
tt0405422,Apatow Productions,US
tt6751668,Barunson E&A,KR
tt6751668,CJ Entertainment,KR
tt0080487,Orion Pictures,US
tt0080487,Warner Bros. Pictures,US
tt1502712,Moving Picture Company,GB
tt1502712,Marvel Entertainment,US
tt1502712,TSG Entertainment,US
tt1502712,Marv Films,GB
tt1502712,Genre Films,US
tt1502712,20th Century Fox,US
tt1502712,Constantin Film,DE
tt0119094,Krane Entertainment,
tt0119094,Paramount,US
tt0119094,Permut Presentations,US
tt0119094,WCG Entertainment Productions,
tt0119094,Touchstone Pictures,US
tt0119094,Douglas/Reuther Productions,
tt0082971,Paramount,US
tt0082971,Lucasfilm Ltd.,US
tt0256415,Touchstone Pictures,US
tt0256415,Original Film,US
tt0256415,D&D Films,
tt0256415,Pigeon Creek Films,
tt0830515,Eon Productions,GB
tt0830515,Metro-Goldwyn-Mayer,US
tt0830515,Columbia Pictures,US
tt0830515,B22,
tt8367814,Miramax,US
tt8367814,STX Films,US
tt8367814,Toff Guy Films,GB
tt8367814,Leonine,
tt0372183,Universal Pictures,US
tt0372183,The Kennedy/Marshall Company,US
tt0372183,Hypnotic,
tt0372183,Motion Picture THETA Produktionsgesellschaft,
tt0372183,Ludlum Entertainment,
tt0441773,DreamWorks Animation,US
tt0102510,Paramount,US
tt0086567,United Artists,US
tt0086567,Sherwood Productions,
tt1623205,Roth Films,US
tt1623205,Walt Disney Pictures,US
tt3263904,Malpaso Productions,US
tt3263904,FilmNation Entertainment,US
tt3263904,Flashlight Films,US
tt3263904,Warner Bros. Pictures,US
tt3263904,RatPac Entertainment,US
tt3263904,The Kennedy/Marshall Company,US
tt11125620,Metro-Goldwyn-Mayer,US
tt11125620,Bron Studios,CA
tt11125620,BermanBraun,US
tt11125620,Cinesite Animation,CA
tt11125620,Nitrogen Studios Canada,CA
tt1000774,Darren Star Productions,US
tt1000774,New Line Cinema,US
tt1000774,HBO,US
tt2395427,Marvel Studios,US
tt2310332,Warner Bros. Pictures,US
tt2310332,WingNut Films,NZ
tt2310332,New Line Cinema,US
tt2310332,3Foot7,NZ
tt2310332,Metro-Goldwyn-Mayer,US
tt1300854,Marvel Studios,US
tt0328828,Loumolo & Co.,
tt0328828,Universal Pictures,US
tt0328828,LivePlanet,
tt0328828,Zide-Perry Productions,
tt4651520,STX Entertainment,US
tt4651520,BillBlock Media,US
tt4651520,Robert Simonds Productions,US
tt4651520,Suzanne Todd Productions,US
tt4651520,Huayi Brothers Pictures,CN
tt1951264,Lionsgate,US
tt1951264,Color Force,US
tt13677540,20th Century Fox Television,US
tt5848272,Walt Disney Pictures,US
tt5848272,Walt Disney Animation Studios,US
tt4881806,Amblin Entertainment,US
tt4881806,Legendary Pictures,US
tt4881806,Universal Pictures,US
tt4881806,Perfect World Pictures,CN
tt1840309,Summit Entertainment,US
tt1840309,Red Wagon Entertainment,US
tt0076752,United Artists,US
tt0076752,Eon Productions,GB
tt0076752,Danjaq,US
tt0369610,Amblin Entertainment,US
tt0369610,Legendary Pictures,US
tt0369610,Universal Pictures,US
tt0369610,DENTSU,JP
tt0369610,The Kennedy/Marshall Company,US
tt0864835,Pacific Data Images,US
tt0864835,DreamWorks Animation,US
tt0864835,Bullwinkle Studios,
tt0864835,Classic Media Productions,
tt0816711,GK Films,GB
tt0816711,Paramount,US
tt0816711,Hemisphere Media Capital,
tt0816711,2DUXÂ²,
tt0816711,Apparatus Productions,
tt0816711,Latina Pictures,MT
tt0816711,Skydance Media,US
tt0816711,Plan B Entertainment,US
tt0076070,Malpaso Productions,US
tt0076070,Warner Bros. Pictures,US
tt0770828,DC Entertainment,US
tt0770828,Syncopy,GB
tt0770828,Peters Entertainment,
tt1583421,Paramount,US
tt1583421,Hasbro,
tt1583421,Di Bonaventura Pictures,US
tt1583421,Saints LA,
tt1583421,Metro-Goldwyn-Mayer,US
tt1583421,Skydance Media,US
tt1583421,CJ Entertainment,KR
tt1489889,Universal Pictures,US
tt1489889,New Line Cinema,US
tt1489889,Bluegrass Films,US
tt1489889,RatPac Entertainment,US
tt1489889,Perfect World Pictures,CN
tt1489889,Artists First,US
tt1489889,Principato-Young Entertainment,
tt0075648,Universal Pictures,US
tt0075648,Jennings Lang Productions,US
tt0102945,20th Century Fox,US
tt0076489,Warner Bros. Pictures,US
tt2820852,Abu Dhabi Film Commission,
tt2820852,Universal Pictures,US
tt2820852,China Film Co.,CN
tt2820852,Original Film,US
tt2820852,Fuji Television Network,JP
tt2820852,QuÃ©bec Production Services Tax Credit,
tt2820852,"Colorado Office of Film, Television & Media",
tt2820852,DENTSU,JP
tt2820852,MRC,US
tt2820852,One Race,US
tt2788732,Whitaker Entertainment,US
tt0120630,DreamWorks Animation,US
tt0120630,Aardman Animations,GB
tt0120630,PathÃ©,FR
tt0120630,DreamWorks Pictures,US
tt0101540,Universal Pictures,US
tt0101540,Amblin Entertainment,US
tt0101540,Cappa Productions,
tt0101540,Tribeca Productions,US
tt0101393,Trilogy Entertainment Group,US
tt0101393,Imagine Entertainment,US
tt0101393,Universal Pictures,US
tt0103241,Touchstone Pictures,US
tt0103241,Touchwood Pacific Partners 1,US
tt1343092,Spectrum Films,AU
tt1343092,Village Roadshow Pictures,US
tt1343092,Bazmark Films,
tt1343092,Red Wagon Entertainment,US
tt1343092,Warner Bros. Pictures,US
tt1343092,A+E Studios,US
tt0177971,Baltimore Spring Creek Productions,
tt0177971,Radiant Productions,
tt0177971,Warner Bros. Pictures,US
tt1074638,Danjaq,US
tt1074638,Columbia Pictures,US
tt1074638,Eon Productions,GB
tt1074638,Metro-Goldwyn-Mayer,US
tt1074638,B23,
tt0339291,Paramount,US
tt0339291,Scott Rudin Productions,US
tt0339291,Nickelodeon Movies,US
tt0339291,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,
tt0339291,Parkes+MacDonald Image Nation,
tt0339291,DreamWorks Pictures,US
tt0339291,CJ Entertainment,KR
tt1670345,Summit Entertainment,US
tt1670345,K/O Paper Products,US
tt1670345,SOIXAN7E QUIN5E,
tt1670345,See Me Louisiana,
tt1430132,Marvel Entertainment,US
tt1430132,20th Century Fox,US
tt1430132,TSG Entertainment,US
tt1430132,Big Screen Productions,
tt1430132,The Donners' Company,US
tt0290002,Universal Pictures,US
tt0290002,Everyman Pictures,US
tt0290002,Tribeca Productions,US
tt0290002,DreamWorks Pictures,US
tt0848228,Marvel Studios,US
tt3281548,Columbia Pictures,US
tt3281548,Pascal Pictures,US
tt3281548,Regency Enterprises,US
tt3281548,Sony Pictures,US
tt4916630,Netter Productions,US
tt4916630,Outlier Society Productions,US
tt4916630,Endeavor Content,US
tt4916630,MACRO,US
tt4916630,One Community,US
tt4916630,Participant,US
tt4916630,Warner Bros. Pictures,US
tt0164912,Franklin/Waterman Productions,US
tt0164912,Columbia Pictures,US
tt0164912,Sony Pictures,US
tt0164912,Global Medien KG,DE
tt0164912,Red Wagon Entertainment,US
tt1327773,Follow Through Productions,US
tt1327773,Salamander Pictures,
tt1327773,Laura Ziskin Productions,
tt1327773,Lee Daniels Entertainment,US
tt1327773,Pam Williams Productions,
tt1327773,Windy Hill Pictures,US
tt2191701,Columbia Pictures,US
tt2191701,Happy Madison Productions,US
tt2191701,Sony Pictures,US
tt0096895,DC Entertainment,US
tt0096895,DC Comics,US
tt0096895,The Guber-Peters Company,
tt0096895,Warner Bros. Pictures,US
tt0119217,Miramax,US
tt0119217,Lawrence Bender Productions,US
tt0119217,Be Gentlemen Limited Partnership,
tt0145660,New Line Cinema,US
tt0145660,Eric's Boy,
tt0076618,Walt Disney Pictures,US
tt0076618,Walt Disney Productions,US
tt0120647,Paramount,US
tt0120647,Zanuck/Brown Productions,US
tt0120647,Manhattan Project,
tt0120647,DreamWorks Pictures,US
tt10600398,Troublemaker Studios,US
tt10600398,Quick Draw Productions,US
tt10600398,Double R Productions,
tt0119137,Walt Disney Pictures,US
tt0119137,Great Oaks Entertainment,
tt1375670,Columbia Pictures,US
tt1375670,Relativity Media,US
tt1375670,Happy Madison Productions,US
tt1375670,Sony Pictures,US
tt0119190,Mandeville Films,US
tt0119190,Walt Disney Pictures,US
tt0164052,Columbia Pictures,US
tt0164052,Red Wagon Entertainment,US
tt0164052,Sony Pictures,US
tt0164052,Global Medien KG,DE
tt0167261,New Line Cinema,US
tt0167261,WingNut Films,NZ
tt0167261,The Saul Zaentz Company,US
tt0451079,Blue Sky Studios,US
tt0451079,20th Century Fox Animation,US
tt0451079,20th Century Fox,US
tt0252076,Red Om Films,US
tt0078872,United Artists,US
tt0078872,Omni Zoetrope Studios,
tt1877832,Marvel Entertainment,US
tt1877832,Bad Hat Harry Productions,US
tt1877832,TSG Entertainment,US
tt1877832,20th Century Fox,US
tt1877832,The Donners' Company,US
tt11032374,ufotable,JP
tt11032374,Aniplex,JP
tt11032374,Shueisha,JP
tt11032374,STUDIO MAUSU,JP
tt0162222,Playtone,US
tt0162222,ImageMovers,US
tt0162222,20th Century Fox,US
tt0162222,DreamWorks Pictures,US
tt0079948,Paramount,US
tt0358082,Blue Sky Studios,US
tt0358082,20th Century Fox Animation,US
tt0358082,20th Century Fox,US
tt0366548,Kennedy Miller Productions,AU
tt0366548,Animal Logic,AU
tt0088944,SLM Production Group,US
tt0088944,Silver Pictures,US
tt0088944,20th Century Fox,US
tt0080745,Dino De Laurentiis Company,US
tt0080745,Starling Films,
tt0080745,Universal Pictures,US
tt0035979,20th Century Fox,US
tt0083929,Refugee Films,
tt0083929,Universal Pictures,US
tt0465234,Walt Disney Pictures,US
tt0465234,Jerry Bruckheimer Films,US
tt0465234,Saturn Films,US
tt0465234,Junction Entertainment,US
tt0465234,Sparkler Entertainment,
tt0465234,NT2 Productions,
tt0317705,Pixar,US
tt0317705,Walt Disney Pictures,US
tt0338526,Universal Pictures,US
tt0338526,"Sommers Company, The",
tt0338526,Stillking Films,CZ
tt0415306,Relativity Media,US
tt0415306,Columbia Pictures,US
tt0415306,Apatow Productions,US
tt0415306,Mosaic Media Group,
