imdb_id,imdb_rating,metacritic_score,title,year,boxOffice,numTickets,boxOfficeAdjusted,ticketPriceAdjusted
tt2294449,7.0,71.0,22 Jump Street,2014,191719337,23466259,33866690.86733793,1.4432079210980295
tt0104257,7.7,62.0,A Few Good Men,1992,77976752,18789578,23235027.413587604,1.2365912323090813
tt0075648,5.7,36.0,Airport '77,1977,30000000,13452914,20703933.747412007,1.5389924998711808
tt2049386,7.2,53.0,Alice in Wonderland,2010,334191110,42356287,64082667.30584852,1.5129434576229148
tt1014759,6.4,53.0,Alice in Wonderland,2010,334191110,42356287,64082667.30584852,1.5129434576229148
tt0069704,7.4,97.0,American Graffiti,1973,115000000,64971751,108286252.35404895,1.6666666772463767
tt0090633,6.9,38.0,An American Tail,1986,42865605,11554071,16354675.696299123,1.4154903233932976
tt0082010,7.5,55.0,An American Werewolf in London,1981,31973249,11501168,14707106.255749771,1.2787489284349007
tt0122933,6.7,,Analyze This,1999,106885658,21040483,26828729.417670682,1.275100453619372
tt0478970,7.3,70.0,Ant-Man,2015,180202163,21376294,31792901.023288637,1.4872971443641558
tt0078788,8.4,,Apocalypse Now,1979,78784010,31388051,45382494.23963134,1.4458525710829047
tt1477834,6.9,55.0,Aquaman,2018,199059824,21850694,33149013.155703582,1.5170691217269154
tt0368578,4.7,,Are We There Yet?,2005,82674398,12897721,17703297.21627409,1.37259111251314
tt0295178,6.2,62.0,Austin Powers in Goldmember,2002,213117789,36681202,49539235.006973505,1.3505346691467064
tt0145660,6.6,59.0,Austin Powers: The Spy Who Shagged Me,1999,206040085,40559071,51716888.80522089,1.2751004283411937
tt4154796,8.4,78.0,Avengers: Endgame,2019,858373000,93708843,140394667.97513902,1.4982008472256885
tt0090685,6.7,82.0,Back to School,1986,91258000,24597843,34818008.393742844,1.4154903092008044
tt0088763,8.5,10.0,Back to the Future,1985,193144445,54406885,75095040.82426128,1.3802488568176854
tt0099088,7.4,55.0,Back to the Future Part III,1990,88055283,20866180,28177690.56,1.3504000521417912
tt4651520,6.2,60.0,Bad Moms,2016,113257297,13093329,19731236.411149826,1.506968656416548
tt0072684,8.099999999999998,89.0,Barry Lyndon,1975,20000000,9756097,15540015.540015541,1.592851684440565
tt0103772,7.0,41.0,Basic Instinct,1992,117727224,28368005,35079625.74493445,1.236591214113733
tt0118688,3.8,28.0,Batman & Robin,1997,107325195,23382395,27956549.882781975,1.1956238821036929
tt0372784,8.199999999999998,70.0,Batman Begins,2005,205343774,32034910,43970829.5503212,1.372591012439904
tt0112462,5.4,51.0,Batman Forever,1995,184031112,42306002,50502500.54884742,1.1937431608131495
tt0069768,5.5,40.0,Battle for the Planet of the Apes,1973,8800000,4971751,8286252.354048964,1.6666668049242537
tt0103786,5.7,59.0,Beethoven,1992,56979478,13729994,16978390.345649585,1.2365912429131132
tt0092644,6.5,16.0,Beverly Hills Cop II,1987,153665036,39300520,56556877.438351125,1.4390872547831715
tt0094746,6.6,61.0,Biloxi Blues,1988,43184798,10507250,15270437.765205093,1.4533239206457533
tt0083658,8.099999999999998,,Blade Runner,1982,28486729,9689363,12342603.55285962,1.2738302355747864
tt0092666,6.0,51.0,Blind Date,1987,39321000,10056521,14472211.998527788,1.4390873343304098
tt1478338,6.8,75.0,Bridesmaids,2011,169211718,21338174,31457839.37534858,1.4742517037938008
tt0305669,5.6,,Bringing Down the House,2003,132675402,22002554,30160355.08070016,1.3707660974585114
tt0068327,7.8,80.0,Cabaret,1972,41326446,24309674,41326446.0,1.7000000082271773
tt3498820,7.8,75.0,Captain America: Civil War,2016,408084349,47177381,71094834.32055749,1.5069686534858195
tt1843866,7.7,70.0,Captain America: The Winter Soldier,2014,259746958,31792773,45883582.05264088,1.4432079281867258
tt0074285,7.4,85.0,Carrie,1976,25878153,12149367,19014072.74063189,1.565025794399979
tt0317219,7.1,,Cars,2006,244082982,37264577,50629118.85500934,1.3586393012057896
tt0162222,7.8,73.0,Cast Away,2000,109689440,20350545,26636580.864497326,1.3088878388513587
tt0371606,5.7,48.0,Chicken Little,2005,131944653,20584189,28253673.019271947,1.3725910221321787
tt1661199,6.9,67.0,Cinderella,2015,201151353,23861370,35488947.24770642,1.487297135399452
tt5089556,8.099999999999998,67.0,Cinderella,2015,201151353,23861370,35488947.24770642,1.487297135399452
tt0120632,6.7,78.0,City of Angels,1998,78750909,16791238,20202901.231400717,1.2031811609960337
tt0088944,6.7,51.0,Commando,1985,35073978,9879993,13636849.922239503,1.3802489457471785
tt0118880,6.9,52.0,Con Air,1997,101117573,22029972,26339560.562646523,1.1956238783529332
tt0115956,6.6,77.0,Courage Under Fire,1996,59003384,13349181,15730041.055718476,1.1783525188338129
tt0068468,5.1,64.0,Deep Throat,1972,45000000,26470588,45000000.0,1.7000000151111112
tt0068473,7.7,80.0,Deliverance,1972,46122355,27130797,46122355.0,1.7000000036858482
tt1690953,7.3,,Despicable Me 2,2013,367956735,45259130,66048597.1997846,1.4593430585118317
tt3469046,6.3,,Despicable Me 3,2017,264624300,29501036,45142323.43909928,1.5301945138163717
tt0092890,7.0,65.0,Dirty Dancing,1987,55913006,14300001,20578949.57673905,1.4390872823532705
tt1840309,6.6,48.0,Divergent,2014,150947895,18475874,26664528.351881295,1.4432079560556266
tt0092925,6.0,62.0,Dragnet,1987,57387000,14676982,21121457.489878543,1.4390872380901294
tt0080661,7.1,74.0,Dressed to Kill,1980,31899000,11858364,16184170.471841704,1.3647894829203846
tt0461770,7.0,75.0,Enchanted,2007,119820940,17415834,24167192.416296892,1.3876563371181014
tt0116213,6.1,87.0,Eraser,1996,101295562,22917547,27004948.54705412,1.1783524889052968
tt0079116,7.599999999999999,76.0,Escape from Alcatraz,1979,43000000,17131474,24769585.25345622,1.4458525433045761
tt5433138,5.2,58.0,F9: The Fast Saga,2021,173005945,18887111,27953780.093714654,1.4800453120498236
tt0119094,7.2,,Face/Off,1997,112276146,24461033,29246195.884344883,1.195623908620085
tt1596343,7.3,,Fast Five,2011,210031325,26485665,39046537.46049452,1.4742517305302516
tt0085549,6.2,39.0,Flashdance,1983,90463574,28718594,37977990.76406381,1.3224181784130453
tt0408790,6.3,53.0,Flightplan,2005,89132263,13905189,19086137.68736617,1.3725910296772068
tt0369436,5.7,41.0,Four Christmases,2008,118189834,16460980,22953939.405709848,1.394445495086553
tt0109831,7.1,81.0,Four Weddings and a Funeral,1994,52700832,12916870,14866243.159379408,1.1509168366159455
tt0080761,6.4,22.0,Friday the 13th,1980,39754601,14778662,20169762.049720954,1.3647894545339052
tt0093058,8.3,76.0,Full Metal Jacket,1987,45015999,11513043,16568273.463378726,1.439087256373378
tt1583421,5.8,41.0,G.I. Joe: Retaliation,2013,122523060,15070487,21993010.231556274,1.459343034605071
tt1046173,5.8,32.0,G.I. Joe: The Rise of Cobra,2009,150201498,20026866,29279044.444444444,1.4619883332941082
tt0097428,6.6,,Ghostbusters II,1989,112494738,28194169,37940889.713322096,1.3456998755069567
tt1133985,5.5,39.0,Green Lantern,2011,116601172,14703805,21677109.499907047,1.47425169878865
tt1502407,6.6,87.0,Halloween,2018,159341510,17490835,26534805.995004162,1.5170691390664974
tt0448157,6.4,49.0,Hancock,2008,227946274,31747391,44270008.545348614,1.3944455638999946
tt0099785,7.599999999999999,80.0,Home Alone,1990,176954863,41932431,56625556.16,1.3504000318989375
tt2510894,6.7,,Hotel Transylvania 2,2015,168471018,19984700,29723185.95624559,1.4872970800785397
tt0170016,6.2,46.0,How the Grinch Stole Christmas,2000,253367455,47006948,61526822.486644,1.3088878368926227
tt1646971,7.8,,How to Train Your Dragon 2,2014,177002924,21664984,31267077.194841903,1.4432079522810588
tt0268380,7.5,34.0,Ice Age,2002,176387405,30359277,41001256.39237564,1.350534678160341
tt1080016,6.9,50.0,Ice Age: Dawn of the Dinosaurs,2009,196573705,26209827,38318461.013645224,1.4619883226869534
tt0438097,6.8,60.0,Ice Age: The Meltdown,2006,195330621,29821468,40516619.166148104,1.3586393254063853
tt0119360,6.4,85.0,In & Out,1997,63417425,13816432,16519256.316749154,1.195623900349175
tt3606756,7.599999999999999,,Incredibles 2,2018,608581744,66803704,101345835.80349709,1.517069110471735
tt0367882,6.1,65.0,Indiana Jones and the Kingdom of the Crystal Skull,2008,317101119,44164501,61584991.06622645,1.3944455314060145
tt0087469,7.5,57.0,Indiana Jones and the Temple of Doom,1984,179880271,53535794,72415568.03542674,1.3526570285933694
tt0141369,4.2,36.0,Inspector Gadget,1999,97387965,19170859,24444770.3313253,1.2751004183654628
tt1300854,7.1,,Iron Man 3,2013,408992272,50306552,73414516.60384132,1.4593430415155728
tt0085750,3.7,,Jaws 3-D,1983,42245180,13411168,17735172.12426532,1.3224181610628785
tt0070239,7.4,64.0,Jesus Christ Superstar,1973,24477615,13829161,23048601.694915254,1.6666666687093492
tt0870154,6.6,50.0,Jungle Cruise,2021,116944343,12766849,18895515.1074487,1.480045319518442
tt0163025,5.9,42.0,Jurassic Park III,2001,181166115,32008147,42788406.94378838,1.3367973767362533
tt0478311,6.9,,Knocked Up,2007,148761765,21622349,30004389.874949574,1.3876563492222596
tt0070849,7.0,77.0,Last Tango in Paris,1972,36144824,21261661,36144824.0,1.7000000141099043
tt0093409,7.599999999999999,68.0,Lethal Weapon,1987,65192350,16673235,23994239.97055576,1.4390872539465653
tt0097733,7.2,,Lethal Weapon 2,1989,147253986,36905760,49664076.222596966,1.3456998642650082
tt0119528,6.9,76.0,Liar Liar,1997,181410615,39523009,47254653.55561344,1.1956238847000096
tt7545266,4.6,33.0,Like a Boss,2020,22169514,2420252,3582083.373727581,1.4800456207566737
tt0081060,6.5,45.0,Little Darlings,1980,34326249,12760687,17415651.445966512,1.3647894855478009
tt0337978,7.1,69.0,Live Free or Die Hard,2007,134529403,19553692,27133804.558289632,1.387656334071828
tt0079489,6.2,,Love at First Bite,1979,43900000,17490039,25288018.433179725,1.4458526040553554
tt0073317,5.2,,Lucky Lady,1975,24441725,11922792,18991239.316239316,1.592851684088703
tt0097815,7.2,,Major League,1989,49793054,12479462,16793610.118043847,1.3456998481219662
tt0770828,7.0,55.0,Man of Steel,2013,291045518,35798956,52242957.817268,1.4593430550675277
tt0079522,7.9,,Manhattan,1979,39946780,15915051,23010817.972350232,1.4458526065892112
tt5028340,6.7,66.0,Mary Poppins Returns,2018,138817262,15237899,23116946.211490426,1.5170691321349765
tt0212338,7.0,73.0,Meet the Parents,2000,161325490,29930517,39175689.65517241,1.3088878369582593
tt2293640,6.4,56.0,Minions,2015,336045770,39863081,59288244.53069866,1.4872970940379309
tt0181689,7.599999999999999,80.0,Minority Report,2002,132024714,22723702,30689147.838214785,1.3505346900876796
tt2381249,7.4,75.0,Mission: Impossible - Rogue Nation,2015,195042377,23136699,34411146.2597036,1.4872971403441606
tt0079574,6.3,66.0,Moonraker,1979,70300000,28007968,40495391.705069125,1.4458525411436176
tt0085970,6.6,50.0,Mr. Mom,1983,64800000,20571428,27204030.22670025,1.3224181727539892
tt0110622,6.5,,Naked Gun 33 1/3: The Final Insult,1994,51041856,12510258,14398266.854724964,1.1509168599660347
tt0086006,6.2,60.0,Never Say Never Again,1983,53448619,16967815,22438547.019311503,1.3224181793184038
tt0125439,7.1,68.0,Notting Hill,1999,116089678,22852298,29138975.401606426,1.2751004472988416
tt0095776,6.7,,Oliver & Company,1988,40368143,9821932,14274449.434229137,1.4533239931033057
tt0327084,6.7,67.0,Over the Hedge,2006,155019340,23667074,32155017.63119685,1.3586393329059963
tt0070510,8.099999999999998,77.0,Paper Moon,1973,30933743,17476690,29127818.26741996,1.666666758260286
tt0098067,7.0,82.0,Parenthood,1989,100047830,25074644,33742944.35075886,1.3456998372841846
tt0105112,6.9,,Patriot Games,1992,83287363,20069244,24817450.238379024,1.236591185915076
tt0213149,6.2,44.0,Pearl Harbor,2001,198539855,35077712,46891793.811998114,1.3367973889516545
tt0069080,6.3,,Pete 'n' Tillie,1972,14999969,8823511,14999969.0,1.700000034000071
tt0325980,8.0,63.0,Pirates of the Caribbean: The Curse of the Black Pearl,2003,305410819,50648560,69427328.7110707,1.3707660930749206
tt2848292,6.4,,Pitch Perfect 2,2015,184296230,21861949,32515213.479181368,1.4872971059982514
tt0087928,6.7,16.0,Police Academy,1984,81198894,24166337,32688765.70048309,1.3526570328173066
tt0081353,5.3,64.0,Popeye,1980,49823037,18521575,25278050.2283105,1.3647894538294125
tt0093773,7.8,45.0,Predator,1987,59735548,15277633,21985847.62605815,1.4390873001110938
tt5848272,7.0,71.0,Ralph Breaks the Internet,2018,187152693,20543654,31166143.713572025,1.517069150092385
tt0095956,5.8,36.0,Rambo III,1988,53715611,13069491,18994204.738330975,1.4533239847160824
tt0117438,6.7,60.0,Ransom,1996,129181606,29226607,34439244.46814183,1.1783524672618286
tt1677720,7.4,,Ready Player One,2018,137690172,15114179,22929254.288093258,1.517069123509339
tt0210945,7.8,48.0,Remember the Titans,2000,113746040,21103161,27621670.713938802,1.3088878350470246
tt0088000,6.6,44.0,Revenge of the Nerds,1984,40874452,12165015,16455093.397745572,1.3526570577796717
tt0078163,6.7,65.0,Revenge of the Pink Panther,1978,37337746,15956301,23934452.564102564,1.5000000666885491
tt1318514,7.5,68.0,Rise of the Planet of the Apes,2011,176760185,22290061,32861160.996467747,1.4742517302428084
tt0100502,5.8,,RoboCop 2,1990,45681173,10824922,14617975.36,1.350400063852654
tt0358082,6.3,64.0,Robots,2005,128200012,20000001,27451822.698072806,1.372591066274087
tt0107985,6.1,53.0,Rookie of the Year,1993,53579269,12941852,15507747.901591895,1.1982634248631414
tt0257076,6.0,45.0,S.W.A.T.,2003,116877597,19382686,26569128.66560582,1.3707660881265795
tt1599348,6.7,,Safe House,2012,126181630,15851963,22979717.719905302,1.4496449253575283
tt0120815,8.599999999999998,91.0,Saving Private Ryan,1998,190588778,40637266,48893991.27757824,1.203181121426285
tt0175142,6.2,,Scary Movie,2000,157019771,29131682,38130104.6624575,1.3088878514621127
tt0114369,8.599999999999998,,Se7en,1995,87113775,20026155,23906085.345773876,1.1937431496846935
tt9376612,7.9,71.0,Shang-Chi and the Legend of the Ten Rings,2021,223846343,24437373,36168418.64598481,1.4800452833446873
tt0091949,6.7,50.0,Short Circuit,1986,40697761,10969746,15527570.011446012,1.4154903870560005
tt0413267,6.1,58.0,Shrek the Third,2007,322719944,46906968,65090751.10931827,1.387656330916939
tt0075223,6.9,41.0,Silver Streak,1976,51079064,23980781,37530539.30933137,1.5650257307854725
tt0090022,7.2,64.0,Silverado,1985,33200000,9352112,12908242.61275272,1.3802489333695662
tt1074638,7.8,81.0,Skyfall,2012,296804366,37286980,54052880.349663086,1.4496448988269655
tt0081529,5.3,,Smokey and the Bandit II,1980,66132626,24584619,33552829.020801622,1.3647894653482986
tt1735898,6.1,57.0,Snow White and the Huntsman,2012,155136755,19489542,28252914.769623023,1.4496448797833743
tt0186566,6.5,50.0,Space Cowboys,2000,90179885,16730961,21898952.16124332,1.3088878852352426
tt2379713,6.8,60.0,Spectre,2015,197102585,23381090,34774626.85250529,1.487297078643694
tt2250912,7.4,73.0,Spider-Man: Homecoming,2017,334201140,37257652,57011453.42886387,1.530194480018866
tt0338459,4.3,57.0,Spy Kids 3-D: Game Over,2003,111678621,18520500,25387274.607865423,1.3707661568459504
tt0092005,8.099999999999998,75.0,Stand by Me,1986,47734510,12866444,18212327.355971005,1.4154903527323481
tt0084726,7.7,67.0,Star Trek II: The Wrath of Khan,1982,78912963,26841143,34191058.492201045,1.2738301976261237
tt0088170,6.7,56.0,Star Trek III: The Search for Spock,1984,76471046,22759239,30785445.249597423,1.3526570571888377
tt0415306,6.6,66.0,Talladega Nights: The Ballad of Ricky Bobby,2006,148213377,22627996,30743285.00311139,1.3586393157887862
tt1706697,6.1,71.0,Tangled,2010,167821986,21270213,32180630.105465006,1.5129434813588847
tt0398286,7.7,71.0,Tangled,2010,167821986,21270213,32180630.105465006,1.5129434813588847
tt1637725,6.9,70.0,Ted,2012,218665740,27470570,39822571.480604626,1.4496448919918525
tt0096754,7.5,62.0,The Abyss,1989,54243125,13594768,18294477.23440135,1.3456998482358322
tt11125620,5.3,,The Addams Family 2,2021,54934210,5997184,8876104.378736468,1.480045364413776
tt0072608,6.1,,The Adventure of Sherlock Holmes' Smarter Brother,1975,20000000,9756097,15540015.540015541,1.592851684440565
tt0948470,6.9,53.0,The Amazing Spider-Man,2012,262030663,32918425,47720026.04261519,1.449644873429248
tt0848228,8.0,68.0,The Avengers,2012,623357910,78311295,113523567.65616465,1.4496448776152233
tt0083642,6.0,40.0,The Best Little Whorehouse in Texas,1982,69701637,23708039,30200016.03119584,1.2738301987438034
tt0080455,7.9,,The Blues Brothers,1980,57229890,21275052,29035966.514459662,1.364789449842927
tt3874544,6.3,,The Boss Baby,2017,175003033,19509814,29853809.791879904,1.5301944852923715
tt6932874,5.9,,The Boss Baby: Family Business,2021,57300280,6255489,9258406.850864436,1.480045261188124
tt1194173,6.6,61.0,The Bourne Legacy,2012,113203870,14221591,20616257.512292843,1.449644945652905
tt0440963,8.0,85.0,The Bourne Ultimatum,2007,227471070,33062655,45879602.66236386,1.387656334990758
tt0088847,7.8,66.0,The Breakfast Club,1985,45875171,12922583,17836380.63763608,1.3802488742100616
tt0082136,6.3,,The Cannonball Run,1981,57498710,20682989,26448348.66605336,1.2787488629449717
tt0090863,7.0,77.0,The Color of Money,1986,44852668,12089667,17112807.3254483,1.4154903791351987
tt7069210,6.3,53.0,The Conjuring: The Devil Made Me Do It,2021,65565074,7157759,10593807.400226207,1.4800452767725496
tt2850386,7.0,56.0,The Croods: A New Age,2020,34558715,3772785,5583893.197608661,1.4800454299963186
tt0069947,7.8,80.0,The Day of the Jackal,1973,16056255,9071330,15118884.180790959,1.6666667600882075
tt0458352,6.9,62.0,The Devil Wears Prada,2006,124740460,19044345,25874395.353661068,1.3586392891780246
tt2908446,6.2,42.0,The Divergent Series: Insurgent,2015,130179072,15442357,22967373.32392378,1.4872971350114352
tt0074483,6.7,48.0,The Enforcer,1976,46200000,21690140,33945628.214548126,1.5650257773600413
tt4630562,6.6,56.0,The Fate of the Furious,2017,225764765,25168870,38513265.950187646,1.5301944803317609
tt0119116,7.7,52.0,The Fifth Element,1997,63570862,13849861,16559224.27715551,1.1956238605683847
tt0106918,6.8,58.0,The Firm,1993,158340892,38246592,45829491.17221418,1.198263394872259
tt0109813,4.9,38.0,The Flintstones,1994,130531208,31992943,36821215.23272215,1.1509167891407224
tt10327252,5.4,53.0,The Forever Purge,2021,44539245,4862362,7196517.207949588,1.4800455432873134
tt0106977,7.8,87.0,The Fugitive,1993,183875760,44414434,53220191.02749638,1.198263407510639
tt0068646,9.2,,The Godfather,1972,133744459,78673211,133744459.0,1.7000000038132421
tt0082474,7.2,70.0,The Great Muppet Caper,1981,31206251,11225270,14354301.287948482,1.2787488664369304
tt0073075,6.7,,The Great Waldo Pepper,1975,20000000,9756097,15540015.540015541,1.592851684440565
tt1119646,7.7,73.0,The Hangover,2009,277322503,36976334,54058967.446393766,1.4619882935499708
tt0171363,5.0,33.0,The Haunting,1999,91188905,17950571,22888781.37550201,1.2751004620132702
tt1454029,8.0,62.0,The Help,2011,169499546,21374469,31511348.94961889,1.4742517790556056
tt0119314,6.6,65.0,The Horse Whisperer,1998,75383563,16073254,19339036.1723961,1.203181146294092
tt1392170,7.2,,The Hunger Games,2012,408010692,51257624,74305352.75906028,1.44964489105192
tt0099810,7.599999999999999,58.0,The Hunt for Red October,1990,120709866,28604233,38627157.12,1.3504000306528057
tt0079336,7.3,,The In-Laws,1979,38200000,15219123,22004608.294930875,1.4458525826311328
tt0938283,4.0,20.0,The Last Airbender,2010,131772187,16701164,25267916.970278043,1.512943467310305
tt0102266,7.0,52.0,The Last Boy Scout,1991,53617891,12735841,16462355.234878723,1.292600562057796
tt0068833,6.0,42.0,The Last House on the Left,1972,3100000,1823529,3100000.0,1.7000003838710545
tt0104691,7.7,76.0,The Last of the Mohicans,1992,74557777,17965729,22216262.51489869,1.2365912073425294
tt0918940,6.2,44.0,The Legend of Tarzan,2016,126643061,14640816,22063251.045296166,1.5069686720532631
tt0074797,6.8,,The Life and Times of Grizzly Adams,1974,45411063,24283990,38516592.875318065,1.5860899660771588
tt0110357,8.5,,The Lion King,1994,300352905,73615908,84725784.20310296,1.1509167855825804
tt6105098,6.8,,The Lion King,2019,543638043,59349131,88916919.03827281,1.4982008588849063
tt0097757,7.599999999999999,88.0,The Little Mermaid,1989,51085892,12803481,17229643.170320407,1.3456999053866996
tt0093428,6.7,59.0,The Living Daylights,1987,51185000,13090792,18838792.786161207,1.4390873207794614
tt0120737,8.8,92.0,The Lord of the Rings: The Fellowship of the Ring,2001,206448462,36474993,48759674.539442606,1.336797365237126
tt3659388,8.0,80.0,The Martian,2015,225345353,26731359,39757472.300635144,1.4872970843208961
tt0133093,8.699999999999998,73.0,The Matrix,1999,171383253,33736860,43017884.78915662,1.275100432854647
tt0242653,6.8,47.0,The Matrix Revolutions,2003,138294428,22934399,31437696.749261197,1.370766103321966
tt4779682,5.6,46.0,The Meg,2018,145443742,15965285,24220439.966694422,1.5170690637025535
tt0209163,6.4,48.0,The Mummy Returns,2001,202007640,35690395,47710826.641473785,1.3367973832027857
tt0117218,5.6,62.0,The Nutty Professor,1996,128814019,29143443,34341247.40069315,1.178352447948348
tt1386588,6.7,70.0,The Other Guys,2010,119219978,15110263,22860973.72962608,1.5129434695892505
tt0073496,6.4,,The Other Side of the Mountain,1975,34673100,16913707,26941025.641025644,1.5928516227120195
tt0187393,7.2,69.0,The Patriot,2000,113330342,21026037,27520724.137931034,1.3088878392980585
tt0177971,6.4,59.0,The Perfect Storm,2000,182618434,33880971,44346389.99514327,1.308887811838193
tt0075066,7.2,60.0,The Pink Panther Strikes Again,1976,33833201,15884131,24859074.94489346,1.5650258075115007
tt0338348,6.6,61.0,The Polar Express,2004,155754116,25081178,34481761.34602612,1.374806292831466
tt0075086,4.9,,The Pom Pom Girls,1976,17900000,8403755,13152094.048493754,1.5650258781334956
tt0247638,6.4,52.0,The Princess Diaries,2001,108225136,19121048,25560967.406707603,1.3367974081079448
tt1041829,6.7,48.0,The Proposal,2009,163958031,21861071,31960629.824561406,1.4619882907183004
tt0454921,8.0,64.0,The Pursuit of Happyness,2006,98411670,15024682,20413123.83322962,1.3586393264915437
tt0298130,7.1,71.0,The Ring,2002,127230430,21898524,29574716.410971645,1.3505346940721505
tt0134067,5.9,,The Rugrats Movie,1998,89186192,19016245,22879987.685992815,1.2031811583197847
tt0081505,8.4,66.0,The Shining,1980,44017374,16363336,22332508.371385083,1.3647894519421395
tt0167404,8.099999999999998,64.0,The Sixth Sense,1999,276386495,54406790,69374120.2309237,1.275100409910669
tt6334354,7.3,72.0,The Suicide Squad,2021,55800219,6091726,9016031.50751333,1.480045476029836
tt0108333,6.4,35.0,The Three Musketeers,1993,52242170,12618881,15120743.849493487,1.1982634474081724
tt0072317,4.6,,The Trial of Billy Jack,1974,89000000,47593582,75487701.44189991,1.586089936283844
tt0120382,8.099999999999998,,The Truman Show,1998,125618201,26784264,32226321.44689584,1.2031811457240655
tt0076843,6.9,68.0,The Turning Point,1977,33600000,15067264,23188405.79710145,1.5389924671859103
tt1325004,5.0,58.0,The Twilight Saga: Eclipse,2010,300531751,38090209,57628331.92713327,1.5129434424246206
tt0094226,7.9,79.0,The Untouchables,1987,76270454,19506509,28071569.37799043,1.4390873004488107
tt1606389,6.8,43.0,The Vow,2012,125014030,15705280,22767078.856310327,1.449644887344277
tt0094332,6.6,67.0,The Witches of Eastwick,1987,63749955,16304336,23463362.16415164,1.4390872565525905
tt0114709,8.3,,Toy Story,1995,150004917,34483888,41164905.872667395,1.193743172830958
tt0086465,7.5,69.0,Trading Places,1983,90400000,28698412,37951301.42737196,1.3224181682028942
tt0418279,7.0,27.0,Transformers,2007,319246193,46402062,64390115.57079467,1.3876563410219716
tt2109248,5.6,32.0,Transformers: Age of Extinction,2014,245439076,30041502,43356134.25189896,1.443207941197446
tt0105695,8.199999999999998,85.0,Unforgiven,1992,72251090,17409901,21528930.274135876,1.2365911945240744
tt1049413,8.199999999999998,83.0,Up,2009,293004164,39067222,57115821.44249513,1.461988299103917
tt6857112,6.8,77.0,Us,2019,175084580,19114037,28636666.666666668,1.498200859748606
tt0338526,6.1,35.0,Van Helsing,2004,120150546,19347914,26599633.827761788,1.3748062880454084
tt0073878,5.9,,W.W. and the Dixie Dancekings,1975,17000000,8292682,13209013.20901321,1.5928517708762027
tt0493464,6.7,64.0,Wanted,2008,134508551,18733781,26123237.716061372,1.3944455588576259
tt0086567,7.1,77.0,WarGames,1983,74433837,23629789,31248462.216624685,1.3224181653346412
tt0486946,5.8,27.0,Wild Hogs,2007,168213584,24449648,33927709.56030657,1.3876563605458276
tt0090329,7.4,75.0,Witness,1985,65532576,18459880,25479228.61586314,1.3802488757165887
tt0111742,6.2,75.0,Wolf,1994,65011757,15934254,18339000.564174894,1.1509167962412858
tt2543472,8.0,60.0,Wonder,2017,121559294,13551761,20736829.409757763,1.5301944455600835
tt0120903,7.4,51.0,X-Men,2000,157299717,29183620,38198085.72122389,1.3088878528854162
tt0458525,6.6,40.0,X-Men Origins: Wolverine,2009,179883157,23984421,35064942.88499025,1.4619883000298508
tt1270798,7.7,65.0,X-Men: First Class,2011,146408305,18462586,27218498.791596953,1.4742516997129738
tt0376994,6.7,58.0,X-Men: The Last Stand,2006,234362462,35780528,48612831.77763949,1.3586393073249086
tt0295701,5.9,42.0,xXx,2002,141930000,24428571,32991631.79916318,1.3505346587470541
tt0084938,5.5,,Young Doctors in Love,1982,30688860,10438387,13296733.102253035,1.2738302481267494
tt1190080,5.8,49.0,2012,2009,163442129,21792284,31860064.132553607,1.4619882951485768
tt0343660,6.8,48.0,50 First Dates,2004,120776832,19448765,26738284.702235997,1.374806302725957
tt0104694,7.3,,A League of Their Own,1992,107533925,25911789,32042289.928486295,1.2365911874508664
tt0093629,6.6,49.0,A Nightmare on Elm Street 3: Dream Warriors,1987,44793222,11456067,16486279.72027972,1.439087229524733
tt6644200,7.5,82.0,A Quiet Place,2018,188024361,20639337,31311300.749375522,1.5170691165794483
tt0075265,6.1,88.0,A Star Is Born,1976,63129898,29638449,46384936.0764144,1.5650257567936297
tt0068168,7.0,,Across 110th Street,1972,10000000,5882352,10000000.0,1.7000002720000436
tt0078754,7.9,72.0,All That Jazz,1979,37823676,15069193,21787831.797235023,1.4458525945772294
tt0084434,7.0,75.0,An Officer and a Gentleman,1982,111907443,38063756,48486760.39861352,1.2738301600770434
tt0078444,7.2,79.0,An Unmarried Woman,1978,24000000,10256410,15384615.384615384,1.5000000375000009
tt0099044,5.9,23.0,Another 48 Hrs.,1990,80047413,18968581,25615172.16,1.3504000199066024
tt0120587,6.5,72.0,Antz,1998,89325670,19045985,22915769.625448946,1.2031811232366794
tt0099052,6.4,67.0,Arachnophobia,1990,53208180,12608573,17026617.6,1.350400049236341
tt0120591,6.7,42.0,Armageddon,1998,201578182,42980422,51713232.93996921,1.2031811353543531
tt2395427,7.3,66.0,Avengers: Age of Ultron,2015,459005868,54449094,80981980.94565985,1.4872971246437976
tt0086927,6.3,56.0,Bachelor Party,1984,38435947,11439269,15473408.615136877,1.3526571160392222
tt0101393,6.7,38.0,Backdraft,1991,77868585,18496100,23908070.31010132,1.292600619054899
tt0112442,6.9,59.0,Bad Boys,1995,65647413,15091359,18015206.641053785,1.1937431639558627
tt1502397,6.6,,Bad Boys for Life,2020,204417855,22316359,33029222.006786235,1.4800452890539284
tt0096895,7.5,44.0,Batman,1989,251188924,62954617,84718018.21247892,1.3456998429913238
tt2975590,6.4,44.0,Batman v Superman: Dawn of Justice,2016,330360194,38191930,57554040.76655052,1.506968638834186
