imdb_id,genre
tt1074638,Adventure
tt1074638,Thriller
tt0081529,Action
tt0081529,Adventure
tt0081529,Comedy
tt1735898,Action
tt1735898,Adventure
tt1735898,Drama
tt0186566,Action
tt0186566,Adventure
tt0186566,Thriller
tt2379713,Action
tt2379713,Adventure
tt2379713,Thriller
tt2250912,Action
tt2250912,Adventure
tt2250912,Sci-Fi
tt0338459,Action
tt0338459,Adventure
tt0338459,Comedy
tt0092005,Adventure
tt0092005,Drama
tt0084726,Action
tt0084726,Adventure
tt0084726,Sci-Fi
tt0088170,Action
tt0088170,Adventure
tt0088170,Sci-Fi
tt0415306,Comedy
tt0415306,Sport
tt1706697,Drama
tt0398286,Adventure
tt0398286,Animation
tt0398286,Comedy
tt1637725,Comedy
tt0096754,Adventure
tt0096754,Drama
tt0096754,Mystery
tt11125620,Adventure
tt11125620,Animation
tt11125620,Comedy
tt0072608,Comedy
tt0072608,Crime
tt0072608,Music
tt0948470,Action
tt0948470,Adventure
tt0948470,Fantasy
tt0848228,Action
tt0848228,Adventure
tt0848228,Sci-Fi
tt0083642,Comedy
tt0083642,Musical
tt0080455,Action
tt0080455,Adventure
tt0080455,Comedy
tt3874544,Adventure
tt3874544,Animation
tt3874544,Comedy
tt6932874,Adventure
tt6932874,Animation
tt6932874,Comedy
tt1194173,Action
tt1194173,Adventure
tt1194173,Thriller
tt0440963,Action
tt0440963,Adventure
tt0440963,Mystery
tt0088847,Comedy
tt0088847,Drama
tt0082136,Action
tt0082136,Comedy
tt0082136,Sport
tt0090863,Drama
tt0090863,Sport
tt7069210,Horror
tt7069210,Mystery
tt7069210,Thriller
tt2850386,Adventure
tt2850386,Animation
tt2850386,Comedy
tt0069947,Crime
tt0069947,Drama
tt0069947,Thriller
tt0458352,Comedy
tt0458352,Drama
tt2908446,Action
tt2908446,Adventure
tt2908446,Sci-Fi
tt0074483,Action
tt0074483,Crime
tt0074483,Thriller
tt4630562,Action
tt4630562,Adventure
tt4630562,Crime
tt0119116,Action
tt0119116,Adventure
tt0119116,Sci-Fi
tt0106918,Drama
tt0106918,Mystery
tt0106918,Thriller
tt0109813,Comedy
tt0109813,Family
tt0109813,Fantasy
tt10327252,Action
tt10327252,Horror
tt10327252,Thriller
tt0106977,Action
tt0106977,Crime
tt0106977,Drama
tt0068646,Crime
tt0068646,Drama
tt0082474,Adventure
tt0082474,Comedy
tt0082474,Crime
tt0073075,Adventure
tt0073075,Drama
tt1119646,Comedy
tt0171363,Fantasy
tt0171363,Horror
tt0171363,Mystery
tt1454029,Drama
tt0119314,Drama
tt0119314,Romance
tt0119314,Western
tt1392170,Action
tt1392170,Adventure
tt1392170,Sci-Fi
tt0099810,Action
tt0099810,Adventure
tt0099810,Thriller
tt0079336,Action
tt0079336,Adventure
tt0079336,Comedy
tt0938283,Action
tt0938283,Adventure
tt0938283,Family
tt0102266,Action
tt0102266,Comedy
tt0102266,Crime
tt0068833,Crime
tt0068833,Horror
tt0068833,Thriller
tt0104691,Action
tt0104691,Adventure
tt0104691,Drama
tt0918940,Action
tt0918940,Adventure
tt0918940,Drama
tt0074797,Adventure
tt0074797,Family
tt0074797,Western
tt0110357,Adventure
tt0110357,Animation
tt0110357,Drama
tt6105098,Adventure
tt6105098,Animation
tt6105098,Drama
tt0097757,Animation
tt0097757,Family
tt0097757,Fantasy
tt0093428,Action
tt0093428,Adventure
tt0093428,Thriller
tt0120737,Action
tt0120737,Adventure
tt0120737,Drama
tt3659388,Adventure
tt3659388,Drama
tt3659388,Sci-Fi
tt0133093,Action
tt0133093,Sci-Fi
tt0242653,Action
tt0242653,Sci-Fi
tt4779682,Action
tt4779682,Horror
tt4779682,Sci-Fi
tt0209163,Action
tt0209163,Adventure
tt0209163,Fantasy
tt0117218,Comedy
tt0117218,Romance
tt0117218,Sci-Fi
tt1386588,Action
tt1386588,Comedy
tt1386588,Crime
tt0073496,Biography
tt0073496,Drama
tt0073496,Romance
tt0187393,Action
tt0187393,Drama
tt0187393,History
tt0177971,Action
tt0177971,Adventure
tt0177971,Drama
tt0075066,Comedy
tt0075066,Crime
tt0338348,Adventure
tt0338348,Animation
tt0338348,Comedy
tt0075086,Comedy
tt0075086,Romance
tt0247638,Comedy
tt0247638,Family
tt0247638,Romance
tt1041829,Comedy
tt1041829,Drama
tt1041829,Romance
tt0454921,Biography
tt0454921,Drama
tt0298130,Horror
tt0298130,Mystery
tt0134067,Adventure
tt0134067,Animation
tt0134067,Comedy
tt0081505,Drama
tt0081505,Horror
tt0167404,Drama
tt0167404,Mystery
tt0167404,Thriller
tt6334354,Action
tt6334354,Adventure
tt6334354,Comedy
tt0108333,Action
tt0108333,Adventure
tt0108333,Comedy
tt0072317,Action
tt0072317,Drama
tt0072317,Music
tt0120382,Comedy
tt0120382,Drama
tt0076843,Drama
tt0076843,Romance
tt1325004,Action
tt1325004,Adventure
