imdb_id,imdb_rating,metacritic_score,title,year,boxOffice,numTickets
tt0079522,7.9000000000000004,,Manhattan,1979,39946780,15915051
tt5028340,6.7000000000000002,66.0,Mary Poppins Returns,2018,138817262,15237899
tt0212338,7,73.0,Meet the Parents,2000,161325490,29930517
tt2293640,6.4000000000000004,56.0,Minions,2015,336045770,39863081
tt0181689,7.5999999999999996,80.0,Minority Report,2002,132024714,22723702
tt2381249,7.4000000000000004,75.0,Mission: Impossible - Rogue Nation,2015,195042377,23136699
tt0079574,6.2999999999999998,66.0,Moonraker,1979,70300000,28007968
tt0085970,6.5999999999999996,50.0,Mr. Mom,1983,64800000,20571428
tt0110622,6.5,,Naked Gun 33 1/3: The Final Insult,1994,51041856,12510258
tt0086006,6.2000000000000002,60.0,Never Say Never Again,1983,53448619,16967815
tt0125439,7.0999999999999996,68.0,Notting Hill,1999,116089678,22852298
tt0095776,6.7000000000000002,,Oliver & Company,1988,40368143,9821932
tt0327084,6.7000000000000002,67.0,Over the Hedge,2006,155019340,23667074
tt0070510,8.0999999999999996,77.0,Paper Moon,1973,30933743,17476690
tt0098067,7,82.0,Parenthood,1989,100047830,25074644
tt0105112,6.9000000000000004,,Patriot Games,1992,83287363,20069244
tt0213149,6.2000000000000002,44.0,Pearl Harbor,2001,198539855,35077712
tt0069080,6.2999999999999998,,Pete 'n' Tillie,1972,14999969,8823511
tt0325980,8,63.0,Pirates of the Caribbean: The Curse of the Black Pearl,2003,305410819,50648560
tt2848292,6.4000000000000004,,Pitch Perfect 2,2015,184296230,21861949
tt0087928,6.7000000000000002,16.0,Police Academy,1984,81198894,24166337
tt0081353,5.2999999999999998,64.0,Popeye,1980,49823037,18521575
tt0093773,7.7999999999999998,45.0,Predator,1987,59735548,15277633
tt5848272,7,71.0,Ralph Breaks the Internet,2018,187152693,20543654
tt0095956,5.7999999999999998,36.0,Rambo III,1988,53715611,13069491
tt0117438,6.7000000000000002,60.0,Ransom,1996,129181606,29226607
tt1677720,7.4000000000000004,,Ready Player One,2018,137690172,15114179
tt0210945,7.7999999999999998,48.0,Remember the Titans,2000,113746040,21103161
tt0088000,6.5999999999999996,44.0,Revenge of the Nerds,1984,40874452,12165015
tt0078163,6.7000000000000002,65.0,Revenge of the Pink Panther,1978,37337746,15956301
tt1318514,7.5,68.0,Rise of the Planet of the Apes,2011,176760185,22290061
tt0100502,5.7999999999999998,,RoboCop 2,1990,45681173,10824922
tt0358082,6.2999999999999998,64.0,Robots,2005,128200012,20000001
tt0107985,6.0999999999999996,53.0,Rookie of the Year,1993,53579269,12941852
tt0257076,6,45.0,S.W.A.T.,2003,116877597,19382686
tt1599348,6.7000000000000002,,Safe House,2012,126181630,15851963
tt0120815,8.5999999999999996,91.0,Saving Private Ryan,1998,190588778,40637266
tt0175142,6.2000000000000002,,Scary Movie,2000,157019771,29131682
tt0114369,8.5999999999999996,,Se7en,1995,87113775,20026155
tt9376612,7.9000000000000004,71.0,Shang-Chi and the Legend of the Ten Rings,2021,223846343,24437373
tt0091949,6.7000000000000002,50.0,Short Circuit,1986,40697761,10969746
tt0413267,6.0999999999999996,58.0,Shrek the Third,2007,322719944,46906968
tt0075223,6.9000000000000004,41.0,Silver Streak,1976,51079064,23980781
tt0090022,7.2000000000000002,64.0,Silverado,1985,33200000,9352112
tt1074638,7.7999999999999998,81.0,Skyfall,2012,296804366,37286980
tt0081529,5.2999999999999998,,Smokey and the Bandit II,1980,66132626,24584619
tt1735898,6.0999999999999996,57.0,Snow White and the Huntsman,2012,155136755,19489542
tt0186566,6.5,50.0,Space Cowboys,2000,90179885,16730961
tt2379713,6.7999999999999998,60.0,Spectre,2015,197102585,23381090
tt2250912,7.4000000000000004,73.0,Spider-Man: Homecoming,2017,334201140,37257652
tt0338459,4.2999999999999998,57.0,Spy Kids 3-D: Game Over,2003,111678621,18520500
tt0092005,8.0999999999999996,75.0,Stand by Me,1986,47734510,12866444
tt0084726,7.7000000000000002,67.0,Star Trek II: The Wrath of Khan,1982,78912963,26841143
tt0088170,6.7000000000000002,56.0,Star Trek III: The Search for Spock,1984,76471046,22759239
tt0415306,6.5999999999999996,66.0,Talladega Nights: The Ballad of Ricky Bobby,2006,148213377,22627996
tt1706697,6.0999999999999996,71.0,Tangled,2010,167821986,21270213
tt0398286,7.7000000000000002,71.0,Tangled,2010,167821986,21270213
tt1637725,6.9000000000000004,70.0,Ted,2012,218665740,27470570
tt0096754,7.5,62.0,The Abyss,1989,54243125,13594768
tt11125620,5.2999999999999998,,The Addams Family 2,2021,54934210,5997184
tt0072608,6.0999999999999996,,The Adventure of Sherlock Holmes' Smarter Brother,1975,20000000,9756097
tt0948470,6.9000000000000004,53.0,The Amazing Spider-Man,2012,262030663,32918425
tt0848228,8,68.0,The Avengers,2012,623357910,78311295
tt0083642,6,40.0,The Best Little Whorehouse in Texas,1982,69701637,23708039
tt0080455,7.9000000000000004,,The Blues Brothers,1980,57229890,21275052
tt3874544,6.2999999999999998,,The Boss Baby,2017,175003033,19509814
tt6932874,5.9000000000000004,,The Boss Baby: Family Business,2021,57300280,6255489
tt1194173,6.5999999999999996,61.0,The Bourne Legacy,2012,113203870,14221591
tt0440963,8,85.0,The Bourne Ultimatum,2007,227471070,33062655
tt0088847,7.7999999999999998,66.0,The Breakfast Club,1985,45875171,12922583
tt0082136,6.2999999999999998,,The Cannonball Run,1981,57498710,20682989
tt0090863,7,77.0,The Color of Money,1986,44852668,12089667
tt7069210,6.2999999999999998,53.0,The Conjuring: The Devil Made Me Do It,2021,65565074,7157759
tt2850386,7,56.0,The Croods: A New Age,2020,34558715,3772785
tt0069947,7.7999999999999998,80.0,The Day of the Jackal,1973,16056255,9071330
tt0458352,6.9000000000000004,62.0,The Devil Wears Prada,2006,124740460,19044345
tt2908446,6.2000000000000002,42.0,The Divergent Series: Insurgent,2015,130179072,15442357
tt0074483,6.7000000000000002,48.0,The Enforcer,1976,46200000,21690140
tt4630562,6.5999999999999996,56.0,The Fate of the Furious,2017,225764765,25168870
tt0119116,7.7000000000000002,52.0,The Fifth Element,1997,63570862,13849861
tt0106918,6.7999999999999998,58.0,The Firm,1993,158340892,38246592
tt0109813,4.9000000000000004,38.0,The Flintstones,1994,130531208,31992943
tt10327252,5.4000000000000004,53.0,The Forever Purge,2021,44539245,4862362
tt0106977,7.7999999999999998,87.0,The Fugitive,1993,183875760,44414434
tt0068646,9.1999999999999993,,The Godfather,1972,133744459,78673211
tt0082474,7.2000000000000002,70.0,The Great Muppet Caper,1981,31206251,11225270
tt0073075,6.7000000000000002,,The Great Waldo Pepper,1975,20000000,9756097
tt1119646,7.7000000000000002,73.0,The Hangover,2009,277322503,36976334
tt0171363,5,33.0,The Haunting,1999,91188905,17950571
tt1454029,8,62.0,The Help,2011,169499546,21374469
tt0119314,6.5999999999999996,65.0,The Horse Whisperer,1998,75383563,16073254
tt1392170,7.2000000000000002,,The Hunger Games,2012,408010692,51257624
tt0099810,7.5999999999999996,58.0,The Hunt for Red October,1990,120709866,28604233
tt0079336,7.2999999999999998,,The In-Laws,1979,38200000,15219123
tt0938283,4,20.0,The Last Airbender,2010,131772187,16701164
tt0102266,7,52.0,The Last Boy Scout,1991,53617891,12735841
tt0068833,6,42.0,The Last House on the Left,1972,3100000,1823529
tt0104691,7.7000000000000002,76.0,The Last of the Mohicans,1992,74557777,17965729
tt0918940,6.2000000000000002,44.0,The Legend of Tarzan,2016,126643061,14640816
tt0074797,6.7999999999999998,,The Life and Times of Grizzly Adams,1974,45411063,24283990
tt0110357,8.5,,The Lion King,1994,300352905,73615908
tt6105098,6.7999999999999998,,The Lion King,2019,543638043,59349131
tt0097757,7.5999999999999996,88.0,The Little Mermaid,1989,51085892,12803481
tt0093428,6.7000000000000002,59.0,The Living Daylights,1987,51185000,13090792
tt0120737,8.8000000000000007,92.0,The Lord of the Rings: The Fellowship of the Ring,2001,206448462,36474993
tt3659388,8,80.0,The Martian,2015,225345353,26731359
tt0133093,8.6999999999999993,73.0,The Matrix,1999,171383253,33736860
tt0242653,6.7999999999999998,47.0,The Matrix Revolutions,2003,138294428,22934399
tt4779682,5.5999999999999996,46.0,The Meg,2018,145443742,15965285
tt0209163,6.4000000000000004,48.0,The Mummy Returns,2001,202007640,35690395
tt0117218,5.5999999999999996,62.0,The Nutty Professor,1996,128814019,29143443
tt1386588,6.7000000000000002,70.0,The Other Guys,2010,119219978,15110263
tt0073496,6.4000000000000004,,The Other Side of the Mountain,1975,34673100,16913707
tt0187393,7.2000000000000002,69.0,The Patriot,2000,113330342,21026037
tt0177971,6.4000000000000004,59.0,The Perfect Storm,2000,182618434,33880971
tt0075066,7.2000000000000002,60.0,The Pink Panther Strikes Again,1976,33833201,15884131
tt0338348,6.5999999999999996,61.0,The Polar Express,2004,155754116,25081178
tt0075086,4.9000000000000004,,The Pom Pom Girls,1976,17900000,8403755
tt0247638,6.4000000000000004,52.0,The Princess Diaries,2001,108225136,19121048
tt1041829,6.7000000000000002,48.0,The Proposal,2009,163958031,21861071
tt0454921,8,64.0,The Pursuit of Happyness,2006,98411670,15024682
tt0298130,7.0999999999999996,71.0,The Ring,2002,127230430,21898524
tt0134067,5.9000000000000004,,The Rugrats Movie,1998,89186192,19016245
tt0081505,8.4000000000000004,66.0,The Shining,1980,44017374,16363336
tt0167404,8.0999999999999996,64.0,The Sixth Sense,1999,276386495,54406790
tt6334354,7.2999999999999998,72.0,The Suicide Squad,2021,55800219,6091726
tt0108333,6.4000000000000004,35.0,The Three Musketeers,1993,52242170,12618881
tt0072317,4.5999999999999996,,The Trial of Billy Jack,1974,89000000,47593582
tt0120382,8.0999999999999996,,The Truman Show,1998,125618201,26784264
tt0076843,6.9000000000000004,68.0,The Turning Point,1977,33600000,15067264
tt1325004,5,58.0,The Twilight Saga: Eclipse,2010,300531751,38090209
tt0094226,7.9000000000000004,79.0,The Untouchables,1987,76270454,19506509
tt1606389,6.7999999999999998,43.0,The Vow,2012,125014030,15705280
tt0094332,6.5999999999999996,67.0,The Witches of Eastwick,1987,63749955,16304336
tt0114709,8.3000000000000007,,Toy Story,1995,150004917,34483888
tt0086465,7.5,69.0,Trading Places,1983,90400000,28698412
tt0418279,7,27.0,Transformers,2007,319246193,46402062
tt2109248,5.5999999999999996,32.0,Transformers: Age of Extinction,2014,245439076,30041502
tt0105695,8.1999999999999993,85.0,Unforgiven,1992,72251090,17409901
tt1049413,8.1999999999999993,83.0,Up,2009,293004164,39067222
tt6857112,6.7999999999999998,77.0,Us,2019,175084580,19114037
tt0338526,6.0999999999999996,35.0,Van Helsing,2004,120150546,19347914
tt0073878,5.9000000000000004,,W.W. and the Dixie Dancekings,1975,17000000,8292682
tt0493464,6.7000000000000002,64.0,Wanted,2008,134508551,18733781
tt0086567,7.0999999999999996,77.0,WarGames,1983,74433837,23629789
tt0486946,5.7999999999999998,27.0,Wild Hogs,2007,168213584,24449648
tt0090329,7.4000000000000004,75.0,Witness,1985,65532576,18459880
tt0111742,6.2000000000000002,75.0,Wolf,1994,65011757,15934254
tt2543472,8,60.0,Wonder,2017,121559294,13551761
tt0120903,7.4000000000000004,51.0,X-Men,2000,157299717,29183620
tt0458525,6.5999999999999996,40.0,X-Men Origins: Wolverine,2009,179883157,23984421
tt1270798,7.7000000000000002,65.0,X-Men: First Class,2011,146408305,18462586
tt0376994,6.7000000000000002,58.0,X-Men: The Last Stand,2006,234362462,35780528
tt0295701,5.9000000000000004,42.0,xXx,2002,141930000,24428571
tt0084938,5.5,,Young Doctors in Love,1982,30688860,10438387
tt1190080,5.7999999999999998,49.0,2012,2009,163442129,21792284
tt0343660,6.7999999999999998,48.0,50 First Dates,2004,120776832,19448765
tt0104694,7.2999999999999998,,A League of Their Own,1992,107533925,25911789
tt0093629,6.5999999999999996,49.0,A Nightmare on Elm Street 3: Dream Warriors,1987,44793222,11456067
tt6644200,7.5,82.0,A Quiet Place,2018,188024361,20639337
tt0075265,6.0999999999999996,88.0,A Star Is Born,1976,63129898,29638449
tt0068168,7,,Across 110th Street,1972,10000000,5882352
tt0078754,7.9000000000000004,72.0,All That Jazz,1979,37823676,15069193
tt0084434,7,75.0,An Officer and a Gentleman,1982,111907443,38063756
tt0078444,7.2000000000000002,79.0,An Unmarried Woman,1978,24000000,10256410
tt0099044,5.9000000000000004,23.0,Another 48 Hrs.,1990,80047413,18968581
tt0120587,6.5,72.0,Antz,1998,89325670,19045985
tt0099052,6.4000000000000004,67.0,Arachnophobia,1990,53208180,12608573
tt0120591,6.7000000000000002,42.0,Armageddon,1998,201578182,42980422
tt2395427,7.2999999999999998,66.0,Avengers: Age of Ultron,2015,459005868,54449094
tt0086927,6.2999999999999998,56.0,Bachelor Party,1984,38435947,11439269
tt0101393,6.7000000000000002,38.0,Backdraft,1991,77868585,18496100
tt0112442,6.9000000000000004,59.0,Bad Boys,1995,65647413,15091359
tt1502397,6.5999999999999996,,Bad Boys for Life,2020,204417855,22316359
tt0096895,7.5,44.0,Batman,1989,251188924,62954617
tt2975590,6.4000000000000004,44.0,Batman v Superman: Dawn of Justice,2016,330360194,38191930
tt0094721,7.5,70.0,Beetlejuice,1988,73326666,17841037
tt0077229,4.7000000000000002,48.0,Beyond and Back,1978,23800000,10170940
tt0099141,6,36.0,Bird on a Wire,1990,70978012,16819434
tt1825683,7.2999999999999998,88.0,Black Panther,2018,700059566,76845177
tt0445934,6.2999999999999998,64.0,Blades of Glory,2007,118594548,17237579
tt0071230,7.7000000000000002,73.0,Blazing Saddles,1974,119500000,63903743
tt0085255,6.4000000000000004,66.0,Blue Thunder,1983,42313354,13432810
tt1727824,7.9000000000000004,49.0,Bohemian Rhapsody,2018,189813133,20835690
tt1217209,7.0999999999999996,61.0,Brave,2012,237277071,29808677
tt0115759,6.0999999999999996,61.0,Broken Arrow,1996,70645997,15983257
tt0080474,7.2000000000000002,54.0,Brubaker,1980,37121708,13799891
tt0315327,6.7999999999999998,46.0,Bruce Almighty,2003,242704995,40249584
tt0094812,7.0999999999999996,73.0,Bull Durham,1988,50888729,12381685
tt0077289,6.2000000000000002,,California Suite,1978,42913571,18339132
tt0101540,7.2999999999999998,,Cape Fear,1991,79091969,18786690
tt4154664,6.7999999999999998,,Captain Marvel,2019,426829839,46597144
tt3606752,6.7000000000000002,52.0,Cars 3,2017,152901115,17045832
tt0239395,5.0999999999999996,47.0,Cats & Dogs,2001,93375151,16497376
tt0367594,6.5999999999999996,72.0,Charlie and the Chocolate Factory,2005,206459076,32208904
tt0120630,7,,Chicken Run,2000,106793915,19813342
tt0101587,6.7999999999999998,70.0,City Slickers,1991,124033791,29461708
tt0106582,6.4000000000000004,60.0,Cliffhanger,1993,84049211,20301741
tt0844471,6.9000000000000004,66.0,Cloudy with a Chance of Meatballs,2009,124264907,16568654
tt0090859,5.7999999999999998,48.0,Cobra,1986,49042224,13218928
tt7002100,7.4000000000000004,81.0,Coco,2017,179834199,20048405
tt2380307,8.4000000000000004,81.0,Coco,2017,179834199,20048405
tt0088933,6.7000000000000002,65.0,Cocoon,1985,76257348,21480943
tt0094894,6.7000000000000002,,Colors,1988,46616067,11342108
tt0082198,6.9000000000000004,43.0,Conan the Barbarian,1982,38264085,13014994
tt0118884,7.5,62.0,Contact,1997,100920329,21986999
tt0077369,6.2999999999999998,47.0,Convoy,1978,45000000,19230769
tt0106611,7,60.0,Cool Runnings,1993,62663954,15136220
tt0090555,6.5999999999999996,62.0,Crocodile Dundee,1986,129589193,34929701
tt0099348,8,72.0,Dances with Wolves,1990,80160886,18995470
tt0112792,6.5,47.0,Dangerous Minds,1995,84409943,19404584
tt0287978,5.2999999999999998,42.0,Daredevil,2003,102543518,17005558
tt0099371,6.0999999999999996,60.0,Days of Thunder,1990,82670733,19590221
tt1431045,8,53.0,Deadpool,2016,363070709,41973492
tt5463162,7.7000000000000002,,Deadpool 2,2018,324512774,35621600
tt0104070,6.5999999999999996,56.0,Death Becomes Her,1992,58422650,14077746
tt0120647,6.2000000000000002,40.0,Deep Impact,1998,140464664,29949821
tt0106701,5.5999999999999996,49.0,Dennis the Menace,1993,51270765,12384242
tt0099423,7.0999999999999996,,Die Hard 2,1990,117323878,27801866
tt0130623,6.5,66.0,Dinosaur,2000,137748063,25556226
tt0072890,8,86.0,Dog Day Afternoon,1975,46665856,22763832
tt0150377,6.5,40.0,Double Jeopardy,1999,114032117,22447267
tt0083866,7.7999999999999998,91.0,E.T. the Extra-Terrestrial,1982,321999812,109523745
tt0082329,4.9000000000000004,30.0,Endless Love,1981,33000000,11870503
tt0120660,7.2999999999999998,37.0,Enemy of the State,1998,96822391,20644433
tt0070034,7.7000000000000002,83.0,Enter the Dragon,1973,21483063,12137323
tt0137494,6.2999999999999998,54.0,Entrapment,1999,87707396,17265235
tt0082348,7.4000000000000004,56.0,Excalibur,1981,34200000,12302158
tt0361596,7.5,,Fahrenheit 9/11,2004,119114517,19181081
tt0427229,5.5999999999999996,47.0,Failure to Launch,2006,88715192,13544304
tt0101862,6.5,51.0,Father of the Bride,1991,56229043,13356067
tt0097351,7.5,57.0,Field of Dreams,1989,64431625,16148276
tt2322441,4.0999999999999996,46.0,Fifty Shades of Grey,2015,166167230,19711415
tt2277860,7.2999999999999998,77.0,Finding Dory,2016,486295561,56219140
tt0083944,7.7000000000000002,93.0,First Blood,1982,43187630,14689670
tt0089155,6.9000000000000004,68.0,Fletch,1985,46700000,13154929
tt0076044,6,46.0,For the Love of Benji,1977,22257624,9980997
tt0082398,6.7000000000000002,,For Your Eyes Only,1981,54800000,19712230
tt4520988,6.7999999999999998,,Frozen II,2019,450439533,49174621
tt0119190,5.5,53.0,George of the Jungle,1997,105263257,22933171
tt0425061,6.5,54.0,Get Smart,2008,130319208,18150308
tt0099653,7.0999999999999996,71.0,Ghost,1990,217631306,51571399
tt1289401,6.5,71.0,Ghostbusters,2016,128350574,14838216
tt6823368,6.5999999999999996,56.0,Glass,2019,111048468,12123195
tt0113189,7.2000000000000002,65.0,GoldenEye,1995,93662146,21531527
tt0107048,8,72.0,Groundhog Day,1993,68504696,16547028
tt0212985,6.7999999999999998,57.0,Hannibal,2001,165092266,29168244
tt0099739,5.7999999999999998,57.0,Hard to Kill,1990,47381386,11227816
tt0097481,6.0999999999999996,16.0,Harlem Nights,1989,55742999,13970676
tt0417741,7.5999999999999996,78.0,Harry Potter and the Half-Blood Prince,2009,301959197,40261226
tt0076137,5.7000000000000002,38.0,Herbie Goes to Monte Carlo,1977,28000000,12556053
tt0076141,6.7000000000000002,55.0,High Anxiety,1977,31063038,13929613
tt0082517,6.9000000000000004,74.0,History of the World: Part I,1981,31672000,11392805
tt0104431,6.7999999999999998,,Home Alone 2: Lost in New York,1992,149350753,35988133
tt0102057,6.7999999999999998,,Hook,1991,91801514,21805585
tt1411704,5.4000000000000004,84.0,Hop,2011,108085305,13629925
tt0104452,6.0999999999999996,52.0,HouseSitter,1992,58500635,14096538
tt0251127,6.4000000000000004,45.0,How to Lose a Guy in 10 Days,2003,105807520,17546852
tt2386490,7.5,,How to Train Your Dragon: The Hidden World,2019,160799505,17554531
tt0286716,5.5999999999999996,61.0,Hulk,2003,132177234,21919939
tt1375666,8.8000000000000007,74.0,Inception,2010,292568851,37080970
tt0454848,7.5999999999999996,76.0,Inside Man,2006,88634237,13531944
tt2096673,8.0999999999999996,94.0,Inside Out,2015,356461711,42284900
tt0371746,7.9000000000000004,79.0,Iron Man,2008,318412101,44347089
tt0070248,5.9000000000000004,,Jonathan Livingston Seagull,1973,1600000,903954
tt0099938,6.2000000000000002,61.0,Kindergarten Cop,1990,47391750,11230272
tt3731562,6.5999999999999996,62.0,Kong: Skull Island,2017,168052812,18734985
tt0441773,7.5999999999999996,74.0,Kung Fu Panda,2008,215434591,30004818
tt1302011,7.2000000000000002,,Kung Fu Panda 2,2011,165249063,20838469
tt2267968,7.0999999999999996,,Kung Fu Panda 3,2016,143528619,16592903
tt0068828,7.0999999999999996,,Lady Sings the Blues,1972,19726490,11603817
tt0146316,5.7999999999999998,33.0,Lara Croft: Tomb Raider,2001,131144183,23170350
tt0091396,6,57.0,Legal Eagles,1986,49851591,13437086
tt0073312,7.7000000000000002,89.0,Love and Death,1975,20123742,9816459
tt0089530,6.2999999999999998,71.0,Mad Max Beyond Thunderdome,1985,36230219,10205695
tt0795421,6.4000000000000004,60.0,Mamma Mia!,2008,144130063,20073825
tt0074860,7.4000000000000004,64.0,Marathon Man,1976,28204261,13241437
tt0822832,7.0999999999999996,53.0,Marley & Me,2008,106664046,14855717
tt0079540,6.2000000000000002,66.0,Meatballs,1979,43000000,17131474
tt0290002,6.2999999999999998,41.0,Meet the Fockers,2004,162461370,26161251
tt1001526,7.2999999999999998,63.0,Megamind,2010,144192018,18275287
tt0119654,7.2999999999999998,,Men in Black,1997,250650052,54607854
tt0077928,7.5999999999999996,59.0,Midnight Express,1978,35000000,14957264
tt0074899,6.7999999999999998,79.0,Midway,1976,43220000,20291079
tt0117060,7.0999999999999996,86.0,Mission: Impossible,1996,180981886,40946128
tt4912910,7.7000000000000002,86.0,Mission: Impossible - Fallout,2018,220159104,24166751
tt1229238,7.4000000000000004,73.0,Mission: Impossible - Ghost Protocol,2011,141186646,17804117
tt3521164,7.5999999999999996,81.0,Moana,2016,210046114,24282787
tt0892782,6.4000000000000004,56.0,Monsters vs. Aliens,2009,198351526,26446870
tt0113855,5.7999999999999998,60.0,Mortal Kombat,1995,70383146,16180033
tt0293429,6.0999999999999996,60.0,Mortal Kombat,2021,42201013,4607097
tt0259446,6.5999999999999996,,My Big Fat Greek Wedding,2002,227898505,39225216
tt0102492,6.9000000000000004,50.0,My Girl,1991,58011485,13779450
tt0477347,6.4000000000000004,48.0,Night at the Museum,2006,115822154,17682771
tt1078912,6,,Night at the Museum: Battle of the Smithsonian,2009,177243721,23632496
tt0113986,5.5,97.0,Nine Months,1995,69660733,16013961
tt7146812,7.4000000000000004,61.0,Onward,2020,61555145,6719993
tt0081283,7.7000000000000002,,Ordinary People,1980,52302978,19443486
tt0114069,6.5999999999999996,64.0,Outbreak,1995,67823573,15591625
tt1623205,6.2999999999999998,44.0,Oz the Great and Powerful,2013,234770996,28877121
tt0120784,7.0999999999999996,46.0,Payback,1999,81526121,16048449
tt0117333,6.4000000000000004,41.0,Phenomenon,1996,104539127,23651386
tt9047432,2.2000000000000002,58.0,Pocahontas,1995,141551246,32540516
tt0114148,6.7000000000000002,58.0,Pocahontas,1995,141551246,32540516
tt0084516,7.2999999999999998,47.0,Poltergeist,1982,74706019,25410210
tt0091790,6.7999999999999998,56.0,Pretty in Pink,1986,40471663,10908804
tt0100405,7.0999999999999996,51.0,Pretty Woman,1990,178406268,42276366
tt0081375,6.2000000000000002,59.0,Private Benjamin,1980,69847348,25965556
tt1446714,7,64.0,Prometheus,2012,126477084,15889080
tt3116744,7.2000000000000002,64.0,Prometheus,2012,126477084,15889080
tt0087957,6.5,55.0,Purple Rain,1984,66524902,19799077
tt0830515,6.5999999999999996,58.0,Quantum of Solace,2008,166820413,23234040
tt0095953,8,65.0,Rain Man,1988,47175875,11478315
tt0089880,6.5,,Rambo: First Blood Part II,1985,150415432,42370544
tt1192628,7.2000000000000002,75.0,Rango,2011,123477607,15570947
tt0382932,8,96.0,Ratatouille,2007,206445654,30006635
tt2357291,6.2999999999999998,,Rio 2,2014,131538435,16100175
tt0070608,7.5999999999999996,32.0,Robin Hood,1973,32056467,18110998
tt0093886,6.5999999999999996,74.0,Roxanne,1987,39148164,10012318
tt0163187,5.5999999999999996,77.0,Runaway Bride,1999,152162347,29953217
tt2126355,6.0999999999999996,43.0,San Andreas,2015,155190832,18409351
tt0362120,5.0999999999999996,,Scary Movie 4,2006,90710620,13848949
tt0329575,7.2999999999999998,72.0,Seabiscuit,2003,120277854,19946576
tt0081480,6.7000000000000002,,Seems Like Old Times,1980,23200000,8624535
tt0126029,7.9000000000000004,84.0,Shrek,2001,267655011,47288871
tt0892791,6.2999999999999998,58.0,Shrek Forever After,2010,238736787,30258148
tt3470600,7.0999999999999996,59.0,Sing,2016,166497820,19248302
tt0076723,7.2999999999999998,61.0,Slap Shot,1977,28000000,12556053
tt0070707,7.2000000000000002,49.0,Sleeper,1973,18344729,10364253
tt0162661,7.2999999999999998,65.0,Sleepy Hollow,1999,92839722,18275535
tt3778644,6.9000000000000004,,Solo: A Star Wars Story,2018,213767512,23465149
tt0108185,6.2000000000000002,,Sommersby,1993,50081992,12097099
tt3794354,6.5,47.0,Sonic the Hedgehog,2020,146066470,15946121
tt0117705,6.5,59.0,Space Jam,1996,85442296,19330836
tt0316654,7.2999999999999998,,Spider-Man 2,2004,373524485,60148870
tt0090056,6.4000000000000004,,Spies Like Us,1985,43754210,12325129
tt0088161,6.2999999999999998,74.0,Splash,1984,62599495,18630802
tt0094025,6.5999999999999996,69.0,Stakeout,1987,65673233,16796223
tt0092007,7.2999999999999998,,Star Trek IV: The Voyage Home,1986,83867664,22605839
tt0086361,4.7000000000000002,23.0,Staying Alive,1983,63841474,20267134
tt0838283,6.9000000000000004,,Step Brothers,2008,100468793,13992868
tt0120855,7.2999999999999998,44.0,Tarzan,1999,170904824,33642681
tt6723592,7.4000000000000004,69.0,Tenet,2020,57929000,6324126
tt0103064,8.5,75.0,Terminator 2: Judgment Day,1991,201858746,47947445
tt0101272,6.9000000000000004,,The Addams Family,1991,110159219,26166085
tt0078767,6.2000000000000002,33.0,The Amityville Horror,1979,86432520,34435266
tt0085244,7.2000000000000002,52.0,The Big Chill,1983,43738171,13885133
tt0080453,5.7999999999999998,31.0,The Blue Lagoon,1980,47923795,17815537
tt0372183,7.7000000000000002,73.0,The Bourne Supremacy,2004,176087450,28355466
tt0115798,6.0999999999999996,70.0,The Cable Guy,1996,60240295,13629026
tt1457767,7.5,68.0,The Conjuring,2013,137400141,16900386
tt0068421,7.4000000000000004,50.0,The Cowboys,1972,7500000,4411764
tt0319262,6.4000000000000004,47.0,The Day After Tomorrow,2004,186740799,30070982
tt0075925,6.2000000000000002,68.0,The Deep,1977,50681884,22727302
tt0407887,8.5,85.0,The Departed,2006,120359613,18375513
tt1320253,6.5,35.0,The Expendables,2010,103068524,13063184
tt0082405,6.7999999999999998,69.0,The Four Seasons,1981,42488161,15283511
tt0071562,9,60.0,The Godfather: Part II,1974,57300000,30641711
tt1343092,7.2000000000000002,55.0,The Great Gatsby,2013,144840419,17815549
tt0095253,6.5999999999999996,24.0,The Great Outdoors,1988,41455230,10086430
tt0071583,5.7999999999999998,,The Groove Tube,1974,20447000,10934224
tt0104389,6.5999999999999996,64.0,The Hand that Rocks the Cradle,1992,88036683,21213658
tt0073113,6.2999999999999998,,The Hindenburg,1975,27945225,13631817
tt0903624,7.7999999999999998,58.0,The Hobbit: An Unexpected Journey,2012,263834893,33145087
tt0116583,7,74.0,The Hunchback of Notre Dame,1996,100138851,22655848
tt9799878,1.8999999999999999,74.0,The Hunchback of Notre Dame,1996,100138851,22655848
tt1951265,6.5999999999999996,,The Hunger Games: Mockingjay - Part 1,2014,323734502,39624786
tt0800080,6.5999999999999996,61.0,The Incredible Hulk,2008,134806913,18775336
tt1051906,7.0999999999999996,72.0,The Invisible Man,2020,64914050,7086686
tt0087538,7.2999999999999998,,The Karate Kid,1984,90815558,27028439
tt1155076,6.2000000000000002,,The Karate Kid,2010,176591618,22381701
tt0095489,7.4000000000000004,,The Land Before Time,1988,43116921,10490735
tt0070290,7.5,89.0,The Last Detail,1973,10000000,5649717
tt1490017,7.7000000000000002,,The Lego Movie,2014,257784718,31552597
tt0071771,7.0999999999999996,48.0,The Longest Yard,1974,43008075,22998970
tt0071807,6.7000000000000002,43.0,The Man with the Golden Gun,1974,21000000,11229946
tt0120616,7,34.0,The Mummy,1999,155385488,30587694
